TMO Close,TMO Volume,EMA 12,EMA 26,MACD,RSI,VWMA
15.0,0.004322,14.925400952942317,14.847030182559502,0.07837077038281492,0.5335178992097817,14.944706790794797
14.4375,0.005684,14.850339267874269,14.81669461348102,0.03364465439324782,0.43211187706953325,14.865598305590149
14.5625,0.004908,14.806056303585919,14.797865382852798,0.008190920733120777,0.4568195069606331,14.821750616490693
14.5625,0.005619,14.768586103034238,14.780430910048887,-0.01184480701464885,0.4568195069606331,14.77905894686784
14.75,0.002666,14.76572670256743,14.778176768563785,-0.012450065996354454,0.49503915073022886,14.750757426177001
14.625,0.0047,14.74407644063398,14.766830341262764,-0.022753900628783796,0.4712339177579995,14.726940693998134
14.75,0.002779,14.744987757459523,14.765583649317374,-0.02059589185785171,0.49726867424768695,14.70751549132134
14.375,0.004323,14.688066564004211,14.736651527145717,-0.048584963141506066,0.4290228217012168,14.648346353931872
14.875,0.004775,14.71682555415741,14.74689956217196,-0.030074008014549847,0.5230189033360141,14.643982455430589
14.625,0.002744,14.7026985458255,14.737869964974037,-0.03517141914853639,0.48043186019076206,14.633303963067926
14.4375,0.005203,14.661898769544655,14.715620337938923,-0.053721568394268004,0.45078520498314234,14.641904608238487
14.25,0.006602,14.598529728076247,14.681129942536039,-0.08260021445979149,0.4226949522134512,14.663797183272766
14.5,0.00556,14.583371308372211,14.667712909755592,-0.08434160138338065,0.47010789005806236,14.715141506179652
14.4375,0.010972,14.56092956862264,14.650660101625547,-0.08973053300290701,0.4599380174601279,14.708209922890546
14.625,0.006589,14.570786558065311,14.648759353356988,-0.07797279529167689,0.49521795510591027,14.665352104141627
14.75,0.008784,14.598357856824492,14.656258660515729,-0.05790080369123629,0.5178318886390686,14.651339476340205
15.5625,0.015254,14.74668741731303,14.723387648625675,0.023299768687355282,0.6329402793964793,14.756545504722734
16.5,0.014279,15.016427814649486,14.85498856354229,0.16143925110719515,0.7169163985145911,14.946133164507007
16.25,0.00723,15.206208150857258,14.95832274402064,0.24788540683661786,0.6727180953925543,15.018188583435476
17.3125,0.016857,15.53025305072537,15.132706244463556,0.3975468062618148,0.7447437326270528,15.295080890239543
17.6875,0.018745,15.862137196767621,15.321950226355144,0.5401869704124778,0.7644471053722477,15.594039462511262
17.375,0.007505,16.094885320341835,15.474027987365874,0.6208573329759606,0.7149219093685557,15.721782227375812
17.5625,0.006291,16.320672194135398,15.628729617931365,0.691942576204033,0.7263762093120967,15.831447211338803
17.4375,0.008414,16.492491856576105,15.762712609195708,0.7297792473803977,0.706010055426584,15.960250386842368
17.4375,0.007787,16.637877724795167,15.88677093444047,0.7511067903546973,0.706010055426584,16.049310203575725
16.875,0.006842,16.674358074826678,15.95997308744488,0.7143849873817985,0.6158880101097807,16.122988106962726
16.5625,0.004827,16.65714914023796,16.00460471059711,0.652544429640848,0.5721889779013356,16.157997853558438
