MS Close,MS Volume,EMA 12,EMA 26,MACD,RSI,VWMA
67.5,0.05309,67.24639153180263,64.862954707458,2.383436824344628,0.5837663192224484,65.57322171721026
62.5,0.062344,66.51617744998684,64.68792102542407,1.8282564245627668,0.4494291440727715,65.3880453669249
60.21875,0.077442,65.54734245768117,64.35687131983711,1.1904711378440567,0.40377462610934756,64.78737971832427
61.375,0.06586,64.9054436180379,64.13599196281214,0.7694516552257653,0.4350973614281748,64.4224703708615
63.28125,0.063248,64.65556767680131,64.07267774334457,0.582889933456741,0.48329286059327414,64.19186757294088
65.3125,0.046102,64.75663418806265,64.16451642902275,0.592117759039894,0.5293695344957019,64.13041745289756
65.3125,0.039456,64.84215200528378,64.24955224909515,0.5925997561886334,0.5293695344957019,64.13276776240038
65.8125,0.042916,64.99143631216319,64.36532615656958,0.6261101555936079,0.5410530919958668,64.24841290256383
66.21875,0.033192,65.18025380259962,64.5026168116385,0.6776369909611191,0.5508104614470056,64.37523170620459
68.65625,0.036358,65.71502244835352,64.81029334410972,0.904729104243799,0.6050645369636738,64.64376992186523
66.875,0.034604,65.8934805332222,64.96323457787938,0.9302459553428264,0.5525434058016369,64.79774739076956
67.84375,0.034522,66.19352198964955,65.17660609062905,1.0169158990205034,0.5741914312478932,64.91402333665593
67.40625,0.04481,66.38009552970347,65.3417648987306,1.0383306309728653,0.5609914104959534,65.0831868024958
66.25,0.03965,66.36008083282601,65.4090415728987,0.9510392599273132,0.5265399523225437,65.1458711711138
64.0,0.04191,65.99699147392971,65.30466812305436,0.6923233508753555,0.4665026747641938,65.06974889020826
64.71875,0.040614,65.80033893947899,65.2612667806059,0.5390721588730969,0.48663955051093005,65.02828676158225
66.4375,0.055032,65.89836371802068,65.34839516722768,0.5499685507929968,0.532118960976933,65.06675903528993
67.5625,0.030099,66.15438468447903,65.51240293261822,0.6419817518608113,0.5596197257955774,65.05493762686821
63.3125,0.035658,65.71717165609763,65.34944715983168,0.36772449626595005,0.45162382685087743,64.87950285347839
66.25,0.026068,65.79914524746724,65.41615477762193,0.3829904698453106,0.520501037348541,64.87806514576816
64.0,0.031775,65.52235367093382,65.31125442372401,0.2110992472098161,0.47163650852924016,64.6885373896967
65.125,0.03001,65.461222336944,65.29745779974445,0.16376453719955464,0.49706043398131594,64.8646069059466
66.0,0.040217,65.5441112081834,65.34949796272635,0.19461324545704883,0.5165456614890279,65.36386322329366
65.6875,0.024111,65.56617102230902,65.37453515067254,0.19163587163647833,0.5089616085715786,65.71501404552724
65.125,0.026115,65.4982985573384,65.35605106543754,0.14224749190086072,0.49487692706661784,65.90393780712176
67.8125,0.02829,65.85432954851711,65.5380102457755,0.31631930274161846,0.557835707103432,66.01752306728898
67.1875,0.032479,66.0594326948991,65.66019467201434,0.3992380228847594,0.5409495023567654,66.11042860621373
66.8125,0.020296,66.17528920337617,65.7455506222355,0.42973858114066843,0.5305716915456181,66.14984935696475
66.75,0.029704,66.2637062490106,65.81995427984769,0.4437519691629035,0.5287510113524135,66.1726244170641
66.0,0.018588,66.22313605685513,65.83329099985897,0.38984505699615113,0.5062986367046981,66.03191548592133
65.5625,0.029991,66.12149974041587,65.81323240727683,0.3082673331390424,0.49314378045077434,65.96637558547077
65.5625,0.024551,66.0354997803519,65.79465963636744,0.24084014398445674,0.4931437804507744,65.85140643462448
63.25,0.026588,65.60696135260545,65.60616632996985,0.0007950226356001622,0.425389173238731,65.63163656754456
61.25,0.033478,64.93665960605077,65.28348734256467,-0.34682773651390164,0.3771290726684137,65.3579574518762
62.3125,0.030257,64.53294274358142,65.06341420607839,-0.5304714624969762,0.4150930904790615,65.30056503605512
65.75,0.039663,64.72018232149196,65.11427241303555,-0.394090091543589,0.5175468123195284,65.36819603732646
69.0625,0.05636,65.38823119510857,65.40673371577365,-0.018502520665080624,0.5917561423230494,65.61134355801256
69.875,0.042498,66.07850331893803,65.73771640349413,0.34078691544389983,0.6076957810945031,65.80676337608125
69.1875,0.036575,66.55681050063987,65.99325592916124,0.5635545714786332,0.5868174466819489,66.14549209386662
70.4375,0.038363,67.15383965438758,66.32245919366781,0.831380460719771,0.6128609049304535,66.3985436796482
75.25,0.049007,68.3994027844818,66.98375851265538,1.4156442718264088,0.6930726083105321,67.17462833318876
76.5625,0.033215,69.65526389456151,67.69329491912535,1.9619689754361644,0.7106787538850052,67.73997968489248
79.1875,0.03503,71.12176175693666,68.54471751770865,2.577044239228016,0.7424936990529657,68.45886380252732
80.875,0.028564,72.62225994817717,69.45807177565615,3.1641881725210226,0.7607105599734044,69.09783772505655
81.0,0.042557,73.91114303307299,70.31302942190385,3.59811361116914,0.7620533748583047,70.00053333387568
79.0,0.030681,74.69404410490792,70.95650872398504,3.7375353809228784,0.6948644950073406,70.49874925380833
