QQQ Close,QQQ Volume,EMA 12,EMA 26,MACD,RSI,VWMA
94.75,0.363452,89.14237270937707,84.34570179915875,4.7966709102183245,0.7954876435026621,85.34019605291786
88.25,0.337866,89.00508460024214,84.63490907329513,4.370175526947008,0.5853218011740416,85.74745341834755
86.0,0.424966,88.54276389251258,84.73602691971772,3.806736972794866,0.5328432311279234,86.05973526236099
80.09375,0.371348,87.2429156013568,84.39215455529418,2.8507610460626154,0.4250995263833238,85.89587299858617
90.0,0.281382,87.6670824319173,84.80755051416129,2.8595319177560015,0.5789005606656263,86.51238285332794
92.5,0.296756,88.41060821162232,85.37736158718637,3.0332466244359466,0.6074426101684939,87.13368324827704
88.0,0.325466,88.34743771752659,85.57163109924664,2.775806618279944,0.5369000632846692,87.37956389684149
86.0625,0.2905,87.99590883790711,85.60799175856171,2.3879170793453994,0.5094669091128221,87.72441873804787
91.25,0.251652,88.49653824745985,86.02591829496454,2.470619952495312,0.5724558542138154,88.3089279914663
93.375,0.218986,89.24707082477372,86.57029471755976,2.6767761072139535,0.595376789003776,88.80756823876199
93.875,0.167524,89.95905992865468,87.11138399774053,2.84767593091415,0.6007997677214205,89.21611547928688
96.0,0.19006,90.88843532424627,87.76979999790791,3.1186353263383637,0.623872338909731,89.60347739878775
95.0625,0.25958,91.53059912051607,88.30999999806288,3.2205991224531942,0.6071986000164321,89.89245508934042
96.25,0.186982,92.25666079428282,88.89814814635452,3.3585126479283076,0.6210153503744282,90.16214877559311
91.625,0.283404,92.159482210547,89.10013717255048,3.059345037996522,0.5411732413239475,90.24110685472304
93.0,0.332762,92.28879263969361,89.38901590050969,2.8997767391839204,0.5593131622260584,90.43575852503139
89.25,0.230956,91.82128607974074,89.37871842639787,2.442567653342877,0.5011236396058175,90.42214939701798
90.5625,0.307392,91.62762668285755,89.4664059503684,2.1612207324891557,0.5199484394916598,90.36745673937034
86.0,0.353138,90.76183796241793,89.20963513922999,1.5522028231879403,0.45559073108445414,90.0488496375393
89.6875,0.360146,90.59655519896901,89.24503253632406,1.3515226626449532,0.5085380558662459,89.99366609773413
92.09375,0.264176,90.82689286066608,89.4560486447445,1.3708442159215792,0.5399785928177668,89.78897582615785
92.875,0.261692,91.14198626671745,89.70930430068935,1.432681966028099,0.5500433817346261,90.02357317753304
96.5,0.305798,91.96629607183783,90.2123187969346,1.7539772749032352,0.5943879233553604,90.68973924580754
97.15625,0.2664,92.76475052232432,90.72668407123574,2.038066451088582,0.6020343945052524,91.7307210384209
98.5,0.17761,93.6470965958129,91.30248525114419,2.3446113446687065,0.6179177018151482,92.0476018715133
102.625,0.219994,95.02831250414937,92.14119004735574,2.8871224567936338,0.6624543993525447,92.46492606035761
99.0,0.272582,95.63934134966485,92.6492500438479,2.9900913058169465,0.5966370957273492,93.08679059545109
102.25,0.263416,96.65636575740871,93.36041670726658,3.295949050142127,0.6319438807954942,93.9476481857274
99.875,0.24876,97.1515402562689,93.84297843265425,3.308561823614653,0.5912176212601635,94.36404879047245
99.75,0.228146,97.55130329376598,94.28053558579097,3.2707677079750113,0.58906587548491,94.64305005310278
100.46875,0.305728,98.00014124857123,94.73892183869535,3.2612194098758778,0.5981229781876408,95.00211119795318
100.0,0.253106,98.30781182571411,95.12863133212532,3.179180493588788,0.5890052972119775,95.2019222818598
102.125,0.300802,98.89507154483502,95.646880863079,3.2481906817560144,0.6174733607934253,95.59260470238743
98.4375,0.252712,98.82467592255271,95.85359339173982,2.971082530812893,0.5467059535954424,95.70119433583787
98.75,0.372262,98.81318731908307,96.06814202938872,2.745045289694346,0.5513981779294987,96.11179626264305
104.25,0.321708,99.64962003922415,96.67420558276734,2.9754144564568037,0.6249771666086746,96.76815071218591
106.5,0.488682,100.70352464857427,97.40204220626606,3.301482442308213,0.6502500587162219,97.8828249774649
104.0625,0.326176,101.22029008725515,97.89540945024635,3.3248806370088033,0.602852589519757,98.61290305259219
104.0,0.382162,101.64793776613897,98.3476013428207,3.300336423318271,0.6016416214214262,99.72202682177186
106.75,0.239786,102.4328704175022,98.9700012433525,3.462869174149702,0.6362631495840152,100.64333810641658
107.625,0.244684,103.23165958404032,99.61111226236343,3.620547321676881,0.6467821615318319,101.33537481032609
105.132813,0.327392,103.5241447249572,100.02012713181799,3.50401759313921,0.5940843015132873,101.93166997079568
111.0625,0.320172,104.6838916903484,100.83808067760924,3.845811012739162,0.6641914792712389,102.7204189515467
111.9375,0.232684,105.7998314302948,101.66025988667523,4.139571543619567,0.6731620501337902,103.34807694674593
110.25,0.39471,106.48447274871099,102.2965369321067,4.187935816604281,0.6377771683190238,103.94606325732998
111.25,0.435126,107.21763078737084,102.95975641861733,4.257874368753505,0.6495338590361063,104.50456795935594
115.0,0.301014,108.41491835854455,103.85162631353457,4.563292045009987,0.6901481864456788,105.25141005645186
