CVX Close,CVX Volume,EMA 12,EMA 26,MACD,RSI,VWMA
41.8125,0.043876,43.122622458988104,43.82648003353314,-0.7038575745450331,0.3846055260081748,43.880911299596036
41.8125,0.037024,42.92106515760532,43.677296327345495,-0.7562311697401753,0.3846055260081747,43.690768947466104
42.5625,0.055676,42.865901287204494,43.5947188216162,-0.7288175344117036,0.43593129213667786,43.50181410708317
44.375,0.043534,43.098070319942266,43.65251742742241,-0.5544471074801436,0.5365323808502668,43.46560589819488
45.15625,0.044874,43.414713347643456,43.76390502539112,-0.3491916777476618,0.5719682701223819,43.486391434402655
43.9375,0.021048,43.49514206339062,43.77676391239918,-0.281621849008566,0.5068619816739773,43.41605765835089
43.53125,0.027912,43.50069713056129,43.75857769666591,-0.2578805661046175,0.48696390055455896,43.34696213075818
43.375,0.029926,43.48135911047494,43.73016453394992,-0.2488054234749768,0.47917233813543275,43.31329561260869
43.78125,0.032534,43.527496170401875,43.733948642546224,-0.20645247214434903,0.5015053019209159,43.26796948296117
43.5,0.03673,43.52326599034005,43.716619113468724,-0.1933531231286736,0.4859691014267385,43.222199971031195
44.65625,0.043174,43.69757122259543,43.786221401359924,-0.08865017876449599,0.5479677981873362,43.285978324956645
43.96875,0.05027,43.73929103450383,43.79974203829622,-0.06045100379239443,0.5086811800647222,43.34966902694447
43.75,0.034198,43.74093856765709,43.796057442866875,-0.055118875209785756,0.49648412410882586,43.395689531890554
44.28125,0.039478,43.82406340340215,43.83199763228415,-0.007934228882000127,0.5261968730533955,43.484139828779504
44.40625,0.035366,43.91363057210951,43.87453484470755,0.0390957274019641,0.5331772271237003,43.54018998670349
44.28125,0.038546,43.97018740716958,43.904661893247734,0.06552551392184824,0.5248500187907535,43.626645720519
43.875,0.02681,43.95554319068195,43.902464715970126,0.0530784747118247,0.4976469898097913,43.64755654938231
42.15625,0.035508,43.678728853653965,43.77311547775012,-0.09438662409615262,0.40257849115379063,43.586378668395476
41.28125,0.04066,43.309885953091815,43.588532849768626,-0.2786468966768112,0.3644115454322341,43.47838705569469
41.8125,0.036606,43.07951888338538,43.45697486089688,-0.3774559775114952,0.4015110853301503,43.399944361525705
41.59375,0.026116,42.85093905517225,43.31895820453415,-0.4680191493619006,0.39138070530607827,43.43048844073968
41.3125,0.034188,42.61425612360729,43.170331670864954,-0.5560755472576631,0.3781694586225294,43.41343147210545
40.71875,0.035128,42.32263979689848,42.98873302857866,-0.6660932316801791,0.3512160025017538,43.34708020631317
39.28125,0.042242,41.854733674298714,42.71410465609135,-0.8593709817926367,0.2961772459723329,43.042716367173995
39.53125,0.031356,41.49727464748352,42.47833764452903,-0.9810629970455054,0.31624557920939045,42.74900839572024
39.15625,0.035674,41.13711700940913,42.232257078267615,-1.095140068858484,0.30232068801157896,42.53399056317744
37.5,0.048024,40.57756054642311,41.88171951691446,-1.3041589704913505,0.24996878894737673,42.16596960004587
