TXN Close,TXN Volume,EMA 12,EMA 26,MACD,RSI,VWMA
51.4375,0.108156,51.45844403059532,50.94517701590481,0.5132670146905056,0.5151298241068143,51.42873541262048
49.25,0.079524,51.118683410503735,50.81960834806001,0.29907506244372684,0.46034285586033563,51.203989299088214
48.0625,0.121424,50.64850134734931,50.61537810005556,0.03312324729375149,0.4333955552677852,50.92171340452976
46.75,0.117584,50.04873190929557,50.329053796347736,-0.28032188705216754,0.4051651982304555,50.45338239590073
47.0,0.129388,49.5796962309424,50.082457218840496,-0.5027609878980925,0.4130083250895566,49.97911441357585
50.21875,0.093712,49.678012195412805,50.092552980407866,-0.41454078499506153,0.5037356081573102,49.855733542473395
49.75,0.076364,49.68908724227237,50.06717868556284,-0.3780914432904652,0.49181371254380607,49.74810845795872
50.5,0.066976,49.81384305115354,50.09923952366929,-0.2853964725157496,0.5117255495851778,49.88255987730938
51.1875,0.065482,50.02517488943761,50.17985141080489,-0.1546765213672856,0.5299086029396098,50.15921259271821
53.9375,0.08829,50.62707106029336,50.458195750745276,0.16887530954808483,0.5948940498563402,50.38661116632154
55.1875,0.088008,51.32867551255592,50.8085145840234,0.520160928532519,0.6205700526735309,50.62662687115248
54.75,0.066584,51.85503312600885,51.100476466688335,0.7545566593205137,0.6060907001925542,50.818749335392646
56.4375,0.093746,52.560028029699794,51.49581154322994,1.064216486469853,0.6408948016771834,51.02441262990596
55.398438,0.085946,52.996706486669055,51.78489498447217,1.2118115021968876,0.6054235999252573,51.15236344540165
55.4375,0.10265,53.37221318102766,52.05545831895571,1.316754862071953,0.6063057569855482,51.35402748400903
56.9375,0.151048,53.92071884548495,52.417091036070104,1.5036278094148443,0.6396247053430734,51.77702201133937
56.25,0.086396,54.279069792333416,52.70101021858343,1.5780595737499894,0.6139768903136923,51.95453621107796
56.5,0.099908,54.62075136274366,52.982416869058724,1.6383344936849369,0.6199448212317024,52.181901731565915
53.5625,0.099934,54.45794346078309,53.02538598986919,1.432557470913899,0.5185093942644372,52.36719177401266
53.875,0.09603,54.36825985143185,53.08832036099,1.2799394904418548,0.5273690252919385,52.563388898807084
56.5625,0.076166,54.705835258903875,53.34566700091666,1.3601682579872119,0.5961855595984692,52.78955958769971
59.6875,0.109208,55.472245219072505,53.81543240825617,1.6568128108163336,0.6584586161295928,53.32996403484984
67.0,0.149034,57.24574595459981,54.79206704468164,2.4536789099181746,0.7540415926029774,54.70806446502621
66.0,0.119476,58.59255426927676,55.622284300631144,2.970269968645617,0.7241938920818292,55.883192936004185
67.25,0.078544,59.92446899708034,56.48359657465846,3.440872422421876,0.738146904634874,56.961709389452984
69.4375,0.076396,61.38801222829875,57.44314497653561,3.944867251763135,0.7609395421752608,57.80650660560733
70.4375,0.098076,62.78024111625278,58.405689793088534,4.374551323164248,0.7707628660690468,58.78338965126049
72.5,0.068018,64.27558863682928,59.44971277137827,4.82587586545101,0.7899355097892562,59.566860802525625
68.8125,0.082886,64.973575000394,60.14325256609099,4.830322434303014,0.6803719384276598,60.253079641415106
67.3125,0.082502,65.33340961571801,60.674307931565735,4.659101684152276,0.6414003887609182,60.84977443861786
67.46875,0.076776,65.66192352099216,61.17759993663494,4.48432358435722,0.6436899004504244,61.37970188464317
