MCD Close,MCD Volume,EMA 12,EMA 26,MACD,RSI,VWMA
39.625,0.045206,40.886248421087565,42.10856524550881,-1.2223168244212417,0.3338017860196143,41.82129985689532
38.8125,0.042165,40.56721020245871,41.864412264360006,-1.2972020619012952,0.30172713554210256,41.56535806582345
39.4375,0.052316,40.39340863284968,41.68464098551853,-1.2912323526688496,0.35321166920818703,41.305706480863925
38.875,0.048094,40.15980730471896,41.47651943103567,-1.316712126316709,0.3296537548945741,41.0833138140859
39.875,0.051247,40.11599079630066,41.357888362070064,-1.2418975657694062,0.4055591426494377,40.88228026025412
40.0625,0.041139,40.107761443023634,41.261933668583396,-1.154172225559762,0.418846847578811,40.552956404888356
41.0,0.054402,40.24502891332769,41.24253117461426,-0.99750226128657,0.48128176308793086,40.48974071215843
42.75,0.0809,40.630409080508045,41.354195532050234,-0.723786451542189,0.5734110985016067,40.66774517398035
42.3125,0.057002,40.88919229889142,41.42518104819466,-0.535988749303236,0.5472430481596526,40.74302818905761
42.609375,0.033654,41.153835791369666,41.51289911869876,-0.3590633273290962,0.5618548421815562,40.78220813679245
41.5,0.034011,41.20709182346664,41.51194362842478,-0.30485180495814035,0.4972713817335443,40.781733925702255
42.375,0.033447,41.38677000447177,41.57587373002294,-0.1891037255511705,0.5419898244908239,40.78564387701298
42.5625,0.033097,41.56765154224534,41.64895715742865,-0.08130561518330381,0.5512024089543786,40.815972201139104
41.0625,0.037226,41.48993592036145,41.605515886508,-0.11557996614655508,0.46979092845101833,40.81562743217279
39.5,0.035935,41.18379193261354,41.449551746766666,-0.2657598141531281,0.40301641509493497,40.77871570563717
39.8125,0.033045,40.97282394298068,41.32828865441358,-0.3554647114329015,0.42074961521823934,40.73803815812278
35.75,0.167032,40.1693125671375,40.91508208741998,-0.7457695202824794,0.2971678119865721,39.860351392077995
37.625,0.120822,39.77787986450097,40.67137230316665,-0.8934924386656817,0.38670308495607497,39.59195043983769
36.75,0.044442,39.31205219303928,40.38090028070986,-1.068848087670581,0.36343499538840046,39.46774714026458
37.375,0.048383,39.01404416334093,40.15824100065728,-1.1441968373163505,0.3915949870357438,39.36399931074056
36.625,0.046795,38.64649890744232,39.89651944505303,-1.250020537610709,0.37041875627780596,39.23619055516393
35.5,0.057691,38.16242215245119,39.57085133801206,-1.4084291855608697,0.3406603878564649,39.058209807280214
35.0,0.092257,37.675895667458704,39.23226975741858,-1.5563740899598741,0.32804636700025575,38.7155763876637
35.125,0.077522,37.28345018015737,38.92802755316535,-1.6445773730079836,0.33467902819363354,38.47320002707515
34.9375,0.099929,36.92253476782547,38.63243291959755,-1.7098981517720802,0.32942632631637514,38.127186936156086
36.3125,0.121448,36.828683265083086,38.460586036664395,-1.6319027715813093,0.4033767302815983,37.898006053099984
35.875,0.059154,36.68196276276261,38.269061145059624,-1.5870983822970146,0.3886889460527293,37.67847086429967
35.5,0.053534,36.50012233772221,38.06394550468483,-1.5638231669626208,0.37604949123505566,37.268879510947386
34.9375,0.039205,36.25971890114956,37.83235694878225,-1.5726380476326867,0.35728171221096744,36.9702120606182
33.875,0.044264,35.89283907020347,37.5392193970206,-1.6463803268171304,0.32435285243145207,36.71475795375218
33.75,0.046692,35.563171520941395,37.25853647872278,-1.6953649577813863,0.3206090967060271,36.48163102204471
33.375,0.038049,35.22652974848887,36.9708671099285,-1.7443373614396265,0.3090832921779077,36.238426729357464
33.75,0.04272,34.99937132564443,36.732284361044904,-1.7329130354004718,0.33483519670248296,35.99678935914465
32.5,0.054949,34.61485266016067,36.41878181578232,-1.8039291556216455,0.2953219420885462,35.709206894116335
32.3125,0.044795,34.26064455859749,36.114612792391036,-1.8539682337935446,0.2897975767489492,35.49282543024532
32.625,0.049274,34.00900693419788,35.85612295591763,-1.8471160217197493,0.3128682426479043,35.282253205624784
31.375,0.061543,33.60377509816744,35.524187922145956,-1.9204128239785163,0.2744617628347167,35.02604012527865
31.0,0.045512,33.20319431383398,35.18906289087589,-1.9858685770419058,0.2639919331996356,34.60037453195543
31.125,0.038806,32.88347211170568,34.888021195255455,-2.004549083549776,0.2739344656433933,34.40218556078939
31.75,0.048839,32.709091786827884,34.65557518079209,-1.9464833939642077,0.3231668375543063,34.1671305798562
31.25,0.049698,32.4846161273159,34.40331035258527,-1.9186942252693697,0.30532995231122806,33.94413050088302
30.875,0.048846,32.23698287695961,34.14195403017155,-1.9049711532119389,0.2922993058882378,33.73698533364563
32.3125,0.051939,32.2486008958889,34.00643891682551,-1.7578380209366102,0.3983060435053689,33.56638873914453
31.5625,0.041751,32.14304691190599,33.82540640446806,-1.682359492562071,0.36738570794647085,33.37721108204194
29.875,0.061833,31.79411661776661,33.5327837078408,-1.7386670900741912,0.30922055671769266,33.02004564889903
30.75,0.040159,31.63348329195636,33.326651581334076,-1.6931682893777165,0.3653301863336873,32.50939240007404
32.0,0.047792,31.689870477809226,33.22838109382785,-1.5385106160186233,0.43583096100073876,32.274248184592714
31.75,0.048192,31.699121173530884,33.11887138317394,-1.4197502096430554,0.4256471471503413,32.06474372339548
