^RUT Close,^RUT Volume,EMA 12,EMA 26,MACD,RSI,VWMA
496.420013,0.09318,486.5109335521403,474.9604910507519,11.550442501388375,0.7120631587294964,473.61145838002994
478.380005,0.1009,485.2600214671956,475.21378838032587,10.046233086869734,0.5290457735527104,474.2838945600229
478.829987,0.10855,484.27078539531936,475.48165494474614,8.789130450573225,0.5322750665496113,475.08146249671887
475.339996,0.10923,482.89681779603944,475.4711616895798,7.425656106459655,0.5034419239899206,475.42882337188973
488.309998,0.12252,483.72961475049493,476.4221866014628,7.307428149032148,0.5919142935680904,476.95250308331134
501.890015,0.10648,486.523522481188,478.30869240876183,8.214830072426196,0.6601837842354815,478.96824259912177
492.609985,0.1014,487.459901330236,479.3680474155202,8.091853914715784,0.5878152348976308,480.18787202721984
490.040009,0.09746,487.85684097173817,480.1585630884446,7.698277883293542,0.5692064009570732,481.7024986723988
501.190002,0.10304,489.90809651454765,481.71644745226354,8.191649062284114,0.6247160547360404,483.9675327534816
507.559998,0.10859,492.62377366615567,483.63078452987367,8.992989136282006,0.6522821651804912,486.4774446961895
513.460022,0.10567,495.82935033290096,485.84035767580895,9.988992657092012,0.6760195877934746,489.60013031019105
520.02002,0.10878,499.550991820147,488.3721845146379,11.178807305509054,0.7005010061251279,492.5524884460138
527.280029,0.11007,503.81699754012436,491.25424706910917,12.562750471015192,0.7252456147772898,495.53818915220114
533.940002,0.12098,508.4513059185668,494.41615484176776,14.035151076799025,0.745979203879971,498.84521033673724
522.950012,0.11158,510.6818760849411,496.5297738905257,14.15210219441542,0.6577700848121607,500.8947113912513
521.590027,0.10737,512.3600531487963,498.3860889356719,13.973964213124361,0.6475655779036792,502.66044453372484
521.039978,0.11173,513.6954262028277,500.06415479228883,13.63127141053883,0.6432191864215229,504.1691171431653
517.02002,0.11295,514.2069021716234,501.3201448076748,12.886757363948561,0.6109452317413075,505.0829016832385
504.619995,0.10958,512.731993375989,501.5645781552545,11.167415220734483,0.5236621438494242,505.28427472570314
496.230011,0.09938,510.19322685660603,501.16942503264306,9.02380182396297,0.47428865523243335,504.87494569909836
503.75,0.0981,509.201961186359,501.3605787339287,7.841382452430253,0.5181419760873754,505.189411923787
509.890015,0.10386,509.3078156192268,501.9923888277118,7.315426791514994,0.5510703537188073,506.6696159705235
521.630005,0.11465,511.20353706242264,503.4470270626961,7.756509999726518,0.6064482065201774,508.8592972746532
525.52002,0.10451,513.406072898973,505.0820635765705,8.324009322402503,0.6230410244322222,511.3619726858988
532.390015,0.09181,516.326679376054,507.1048747931208,9.221804582933203,0.651024581409959,513.5964345505572
537.48999,0.10477,519.5825733181996,509.35562406770447,10.226949250495124,0.6705752393265747,515.3599969027315
536.0,0.10505,522.1083312692458,511.3292815441708,10.779049725075026,0.6589600678038838,517.4610441354129
542.210022,0.10588,525.2008990739772,513.6167438001581,11.584155273819079,0.6835615793190115,519.9362590724438
537.099976,0.10257,527.0315262933653,515.3562424816279,11.675283811737472,0.6424901883212637,521.6632487884259
539.940002,0.09273,529.0174456328476,517.177261705211,11.840183927636645,0.6549006544220455,523.1836281102157
540.23999,0.10921,530.7439909201019,518.8856119492694,11.858378970832405,0.6562580266000564,524.543372713826
547.76001,0.10188,533.361840009317,521.0244562493235,12.337383759993486,0.6892539454723393,525.8920371125147
558.419983,0.10348,537.2169389309605,523.7944952678922,13.422443663068293,0.7289700574662444,527.4133955776134
545.679993,0.10423,538.5189472492742,525.4156432480484,13.103304001225865,0.6259954905774981,527.945218212989
540.950012,0.098,538.8929572109244,526.5663372296744,12.326619981249905,0.5925293855385142,528.8251719537888
