QCOM Close,QCOM Volume,EMA 12,EMA 26,MACD,RSI,VWMA
89.65625,0.91334,71.448515443205,61.120191914013695,10.328323529191302,0.8565416955656004,67.13504193777335
81.03125,0.635674,72.92278229809654,62.59508510556824,10.327697192528298,0.7069821119702904,68.60490439237694
78.21875,0.937784,73.73754655992784,63.752393616266886,9.98515294366095,0.6661363517593458,69.93751943814156
70.03125,0.587826,73.16734708916971,64.21749408913601,8.949853000033698,0.5639839129304869,70.49951161737596
75.0,0.681986,73.4492936908359,65.0161982306815,8.433095460154405,0.6037019733033278,71.17312307860664
79.6875,0.353608,74.40901773839961,66.10296132470509,8.30605641369452,0.6372715564907016,71.9080745277028
72.21875,0.305758,74.07205347095352,66.55598270806027,7.51607076289325,0.5563989133172822,72.69495969365843
69.125,0.344556,73.31096832157606,66.74628028524099,6.56468803633507,0.5265883406773476,73.38550617601341
71.5625,0.251468,73.04197319517974,67.10303730114906,5.938935894030678,0.5471737601833224,74.01399563744576
70.21875,0.262092,72.60763116515209,67.33383083439728,5.27380033075481,0.5334037156422459,74.38179730054944
69.53125,0.28503,72.13434175512869,67.49660262444192,4.637739130686768,0.5261087290393224,74.87373374589299
73.3125,0.307284,72.31559686972427,67.92740983744622,4.388187032278054,0.5616200265568765,75.48714441814387
77.8125,0.39224,73.16127427438208,68.65963873837613,4.501635536005949,0.6000326668365058,76.15753041623483
77.46875,0.34955,73.82396284755407,69.31216549849641,4.511797349057659,0.5957383519220989,76.98986067993886
70.03125,0.321706,73.24046856331499,69.36543101712631,3.875037546188679,0.5105926872062729,77.52213350507496
74.5,0.396714,73.4342426304973,69.74576946030214,3.6884731701951523,0.5520219739287554,78.02406532799914
62.3125,1.369532,71.72320530272849,69.19515690768716,2.528048395041324,0.44210278695142047,76.72189624697133
60.0,0.62571,69.91963525615488,68.51403417378441,1.4056010823704668,0.42481770105020766,75.2103890817693
55.28125,0.85675,67.66757598597721,67.53382793868927,0.13374804728793777,0.39120648354360205,72.97462230120995
63.5,0.80518,67.02641044967302,67.23502586915673,-0.20861541948370643,0.46987854114739014,71.28178456626254
68.03125,0.696484,67.18100114972333,67.29400543440438,-0.11300428468105395,0.5076546537809679,69.51284244086432
71.03125,0.573682,67.77334712668898,67.57083836518925,0.20250876149972896,0.5314601025250935,68.91023568908373
69.59375,0.52571,68.05340910719836,67.72068367147152,0.332725435726843,0.5185227435833933,68.09704668262464
68.71875,0.300288,68.15576924455246,67.79461451062177,0.36115473393068953,0.5103784730410994,68.00206879149789
