SPY Close,SPY Volume,EMA 12,EMA 26,MACD,RSI,VWMA
145.4375,0.081643,145.10022503418577,143.28484882795857,1.8153762062271994,0.6012322930017038,143.28120411424212
139.75,0.080898,144.2771134904649,143.0230081740357,1.2541053164291895,0.3991231678233084,143.0378099289041
140.0,0.121779,143.61909603039337,142.79908164262568,0.8200143877676851,0.4085350379972428,142.84332531323324
137.75,0.062272,142.71615817956362,142.42507559502377,0.2910825845398506,0.354687748317746,142.6510457556616
145.75,0.080665,143.18290307501536,142.67136629168868,0.511536783326676,0.5711334167572856,142.9370294058234
146.25,0.057417,143.65476414039762,142.93645027008213,0.7183138703154839,0.5806016811022592,143.14758104229287
144.5,0.075037,143.7848004264903,143.05226876859456,0.7325316578957484,0.535998629423391,143.26853608120388
143.0625,0.069077,143.67367728395334,143.05302663758755,0.6206506463657888,0.501891099661163,143.37652373269944
145.0,0.051583,143.8777269325759,143.19724688665514,0.680480045920774,0.5440085283281048,143.55545345893256
146.96875,0.074373,144.35326894294886,143.47661748764364,0.8766514553052218,0.5826270292072225,143.83555809988422
145.8125,0.064885,144.57776602864905,143.64964582189225,0.9281202067568017,0.5530050776241163,143.98534077931916
147.0,0.061579,144.9504174088569,143.8978202054558,1.0525972034011204,0.5768026436900625,144.222012761548
144.75,0.058001,144.91958396134046,143.96094463468128,0.9586393266591813,0.5202825592034939,144.2740709126096
144.4375,0.062448,144.8454171980573,143.9962450321123,0.8491721659449922,0.5127672299963172,144.286204669373
140.34375,0.078969,144.15285301374078,143.72568984454844,0.4271631691923403,0.4259637125055436,143.93554799529656
141.9375,0.099425,143.81202947316527,143.59323133754486,0.2187981356204034,0.46400550356963305,143.73708731774707
140.8125,0.051581,143.35056340037062,143.38725123846746,-0.03668783809683873,0.4417510855032622,143.54837951117176
140.25,0.109227,142.87355364646743,143.15486225784022,-0.2813086113727934,0.4306298776741875,143.22316398246198
135.875,0.119162,141.79685308547243,142.6156132017039,-0.8187601162314593,0.35563679115672053,142.5527679608084
139.5625,0.107687,141.4531064569382,142.38945666824435,-0.9363502113061486,0.44358981864070735,142.25989170974444
140.9375,0.084199,141.37378238664002,142.28190432244847,-0.9081219358084525,0.472502969946075,142.02376992817767
141.0625,0.062059,141.3258927886954,142.1915780763412,-0.865685287645789,0.4751729533809431,142.1038820761558
143.1875,0.079975,141.61229389812686,142.26535007068628,-0.6530561725594168,0.5196822554276808,142.33100596937905
142.59375,0.049254,141.7632871445689,142.28967599137619,-0.5263888468072935,0.5067504810921972,142.53026362034555
