KO Close,KO Volume,EMA 12,EMA 26,MACD,RSI,VWMA
28.1875,0.10997,29.467363139666134,29.945853286427408,-0.4784901467612741,0.36052915326487595,30.133599461202788
28.21875,0.07308,29.27526881048673,29.81791970965501,-0.5426508991682795,0.3636703722335647,29.77458353644348
28.46875,0.094574,29.15118899348877,29.71798121264353,-0.5667922191547596,0.3895068283239577,29.760532715391065
28.5,0.071292,29.051006071413575,29.62776038207734,-0.576754310663766,0.39282545994348333,29.674304574446523
30.375,0.11474,29.254697445042254,29.683111464886426,-0.4284140198441726,0.5506565578659797,29.60440852485255
29.40625,0.087238,29.278013222728063,29.662603208228173,-0.38458998550011003,0.4810760088440096,29.440038601820955
30.40625,0.09398,29.45158811153913,29.71768815576683,-0.2661000442276986,0.5449906460656749,29.442350606098874
30.75,0.083898,29.651343786686954,29.794155699784103,-0.14281191309714814,0.5648324201948609,29.458316135178436
30.28125,0.06106,29.74825243488896,29.830236759059353,-0.08198432417039214,0.5308381618496414,29.46269496153414
30.53125,0.075132,29.8687135987522,29.882163665795698,-0.013450067043496716,0.5465140864826356,29.529639678580175
32.5,0.183508,30.273526891251862,30.076077468329352,0.1974494229225101,0.6466429872183419,29.84368747563153
32.625,0.128134,30.63529198490542,30.2648865447494,0.37040544015601995,0.6518983875874366,30.067747752359324
32.9375,0.115398,30.98947783338151,30.462857911805003,0.5266199215765077,0.6653004582136531,30.29919696397744
33.4375,0.113858,31.366096628245895,30.683201770189818,0.682894858056077,0.6861228329212552,30.56731957653704
32.4375,0.11306,31.530927916208068,30.813149787212794,0.717778128995274,0.6050490558640614,30.72601002011989
32.9375,0.097186,31.747323621406828,30.970509062234072,0.776814559172756,0.6286749099291321,30.881705973384253
31.53125,0.237238,31.714081525805774,31.01204542799451,0.7020360978112627,0.5322409763274957,30.992296338357786
29.75,0.175508,31.41191513722027,30.9185605814764,0.49335455574387055,0.44014396609534706,30.914876088779142
28.46875,0.108752,30.959120500724843,30.737093130996666,0.2220273697281776,0.3881206893546873,30.82313681146533
28.71875,0.107346,30.614448115997945,30.58758623240432,0.02686188359362518,0.402949450396669,30.743917464605033
29.0625,0.081146,30.37568686738288,30.47461688185585,-0.09893001447297323,0.42363302366225686,30.809206530489213
28.1875,0.07164,30.03904273393936,30.305200816533194,-0.266158082593833,0.38689176871516534,30.8098799921253
27.625,0.094644,29.667651544102537,30.106667422715923,-0.439015878613386,0.3649773836098574,30.77374974489312
28.125,0.115018,29.43032053731753,29.959877243255484,-0.5295567059379529,0.39763836738729086,30.710630532472223
28.4375,0.077428,29.277578916191757,29.847108558569893,-0.5695296423781357,0.41779332772797645,30.64872911125298
28.59375,0.082612,29.172374467546874,29.75426718386101,-0.5818927163141367,0.4280972254092339,30.621039840815396
28.5,0.079486,29.068932241770433,29.66135850357501,-0.5924262618045759,0.4232570126156573,30.55364496387915
28.34375,0.08031,28.95736574303652,29.563757873680565,-0.6063921306440463,0.41483851589545434,30.465424069941562
27.78125,0.076886,28.776424859492437,29.43172025340793,-0.6552953939154946,0.3851399080843598,30.377301132642963
27.0625,0.07134,28.512744111878213,29.256222456859195,-0.7434783449809821,0.350600885575966,30.265089133760814
27.84375,0.078508,28.409821940820027,29.15159486746222,-0.7417729266421915,0.41229551770892886,29.9800171384632
26.78125,0.068692,28.1592724114631,28.976013766168723,-0.8167413547056235,0.3619350330690682,29.706983582072045
26.15625,0.11661,27.851115117391856,28.767142376082152,-0.9160272586902956,0.335940644834656,29.322643976020725
25.6875,0.114434,27.518251253177723,28.539020718594585,-1.020769465416862,0.3175215561104513,28.890729561187275
25.875,0.10543,27.265443368073456,28.341685850550544,-1.0762424824770882,0.33326867559224954,28.538341903104286
25.625,0.110216,27.013067465292924,28.140449861620876,-1.1273823963279526,0.3225812114041846,28.17373181779662
24.90625,0.154516,26.688941701401706,27.900879501500814,-1.2119378000991077,0.29344522314090804,27.513293051282854
24.34375,0.109052,26.328142978109135,27.637388427315567,-1.3092454492064327,0.27268725337772176,27.125593795068028
24.65625,0.107908,26.07092867378465,27.416563358625528,-1.3456346848408778,0.3022190009949921,26.908838800728446
24.3125,0.103462,25.80040118551009,27.18663273946808,-1.386231553957991,0.28834938773407526,26.66511749751756
25.5,0.156122,25.754185618508536,27.061696980988966,-1.3075113624804295,0.3921325846129877,26.474449511323932
24.8125,0.113586,25.609310907968762,26.895089797212005,-1.2857788892432431,0.35944958070221017,26.319956968595324
25.0625,0.090106,25.525186152896644,26.75934240482593,-1.234156251929285,0.37969588165277757,26.202237467453262
24.5,0.07866,25.36746520629716,26.591983708172155,-1.224518501874993,0.35268454945346733,26.02249829018854
23.5625,0.234402,25.089778251482212,26.36757750756681,-1.2777992560845988,0.31275064581307827,25.66438561217781
23.75,0.144416,24.883658520484946,26.173682877376677,-1.2900243568917311,0.32911202897752745,25.428088889643426
23.375,0.123894,24.65155720964111,25.966373034608033,-1.3148158249669244,0.3130593671398672,25.20538252998593
22.75,0.140592,24.3590099466194,25.728123180192625,-1.369113233573227,0.2878584836025917,24.94557692776157
21.875,0.156464,23.976854570216414,25.442706648326507,-1.4658520781100925,0.2567031131894262,24.651910861668092
21.65625,0.11162,23.619838482490813,25.1622283780801,-1.542389895589288,0.2494347676495907,24.442563200534174
23.78125,0.221382,23.644671023646072,25.0599336834075,-1.415262659761428,0.4209540693650136,24.28116836042356
24.875,0.176102,23.8339524046236,25.04623489204398,-1.2122824874203815,0.48605470997226186,24.256004882400504
24.5625,0.145308,23.94603665006612,25.010402677818497,-1.0643660277523779,0.4698027970970699,24.190373704623838
24.28125,0.067552,23.997607934671333,24.95639136835046,-0.9587834336791268,0.45505555063212655,24.128058970156072
24.71875,0.085758,24.10855286779882,24.938788304028204,-0.8302354362293833,0.4822800826532237,24.077311146820474
23.53125,0.118842,24.019737041983618,24.83452620743352,-0.814789165449902,0.42082596814305395,23.988107393179035
23.5,0.103338,23.939777497063062,24.735672414290296,-0.7958949172272334,0.41931174544089334,23.913816158251326
23.5,0.087692,23.872119420591822,24.644141124342866,-0.7720217037510437,0.41931174544089334,23.881417701773834
22.625,0.105354,23.680254894346927,24.494575115132285,-0.8143202207853584,0.3754426909694237,23.797203845784924
22.4375,0.13673,23.489061833678168,24.342199180678044,-0.8531373469998762,0.36659190140421977,23.705120225988484
23.4375,0.162926,23.481129243881526,24.275184426553743,-0.7940551826722171,0.442128273730871,23.58079898772385
24.28125,0.187952,23.60422474482283,24.2756337282905,-0.6714089834676713,0.4966694241847261,23.57771853035919
23.46875,0.08857,23.583382476388547,24.215864563231946,-0.6324820868433996,0.45094886738179185,23.524147598890625
24.65625,0.141868,23.748439018482614,24.248485706696247,-0.500046688213633,0.520433372856644,23.554740752754164
26.1875,0.273902,24.12367916948529,24.392116395089115,-0.2684372256038259,0.5921153123938125,23.813457104042712
23.8125,0.202566,24.075805451102937,24.349181847304738,-0.273376396201801,0.4738180724645132,23.816617443133694
22.875,0.20675,23.891066150933256,24.23998319194883,-0.3489170410155751,0.43672689632928796,23.768704805584424
23.09375,0.12374,23.768402127712754,24.15507702958225,-0.3866749018694975,0.4475931418462979,23.789260689584413
22.5,0.12903,23.57326333883387,24.032478731094677,-0.4592153922608091,0.42370073189673596,23.83554515634787
23.59375,0.120964,23.576415132859427,23.999980306569142,-0.423565173709715,0.4788843046775521,23.9096893853986
24.25,0.155864,23.680043573957978,24.01850028386032,-0.3384567099023421,0.5092483380171094,23.93857342913803
23.625,0.088928,23.671575331810594,23.98935211468548,-0.317776782874887,0.4805311297696196,23.868047510200707
23.5,0.094882,23.64517912691666,23.953103809893964,-0.3079246829773048,0.47476471718798574,23.81742505146824
