F Close,F Volume,EMA 12,EMA 26,MACD,RSI,VWMA
28.782394,0.040566,28.62163903267619,28.38539942336454,0.23623960931164945,0.5469111902464303,27.84327932701881
27.820692,0.073224,28.49841641226447,28.343569243856056,0.15484716840841273,0.4462599697564006,27.802369616173024
27.923731,0.050382,28.41000327191609,28.312470114681535,0.09753315723455458,0.4577740261640859,27.824204637507297
27.958078,0.045449,28.340476307005922,28.286218846927348,0.05425746007857413,0.4617914245814662,27.834537834237288
30.018869,0.09266,28.598690567466548,28.414563302710505,0.18412726475604302,0.6360342559054601,28.038006077581578
29.469326,0.04956,28.732634480164002,28.492693872880096,0.23994060728390565,0.5819304514749959,28.184725876405658
28.679356,0.042311,28.724437790908,28.5065206971112,0.21791709379679958,0.5142152944975844,28.25627274784463
29.503672,0.049191,28.844319976922154,28.580383756584446,0.26393622033770825,0.5703918528669414,28.387197751536107
29.160206,0.039286,28.892917826626437,28.623333552393007,0.2695842742334307,0.5422541350392445,28.52482121214295
28.438929,0.074727,28.823073391760833,28.60967395591945,0.21339943584138155,0.4878305027981282,28.597094077806684
29.81279,0.077746,28.975337485336087,28.69879366288838,0.2765438224477066,0.5752725598905503,28.80465908249188
29.366285,0.04516,29.035483256822843,28.748237465637388,0.28724579118545535,0.5428353851632284,28.89347187745387
28.696527,0.068173,28.98333614038856,28.74440706077536,0.2389290796132002,0.49751899623433377,28.91685954816539
27.717651,0.09005,28.78861534955955,28.66835105627348,0.1202642932860698,0.43973910874764693,28.85440196381708
28.095465,0.07922,28.681976834242697,28.62591505210507,0.05606178213762547,0.46553901236886536,28.790704625630667
27.545919,0.065275,28.507198705897665,28.545915344541733,-0.03871663864406827,0.43421729401565146,28.71627804043466
26.378138,0.145268,28.179650904990332,28.38533924494605,-0.20568833995571723,0.3762817959932817,28.426096342108558
27.442881,0.107797,28.066301688837974,28.315527523098194,-0.24922583426021916,0.4485300788695864,28.331305772632792
26.927681,0.060292,27.89112927517059,28.21272407694277,-0.3215948017721786,0.4229976124023465,28.23830590601644
27.33984,0.049564,27.806315540528963,28.148065997169233,-0.3417504566402698,0.44997247479385083,28.195725751137715
27.374187,0.074145,27.739834226601428,28.090741627008548,-0.3509074004071202,0.452270508839562,28.13431726758851
26.721603,0.099937,27.583183268662747,27.98932395093384,-0.40614068227109357,0.41665184384080606,28.050248061465247
26.790295,0.062901,27.46120045809925,27.900506991605408,-0.43930653350615856,0.4218136492257492,27.998878844225608
26.412483,0.043104,27.299859310699365,27.79028299222723,-0.4904236815278651,0.4008066975298,27.951909627278102
26.34379,0.037328,27.152771724437926,27.68313536317336,-0.5303636387354338,0.39693604341912886,27.767085324505988
26.446831,0.052466,27.044165459139784,27.591557262197554,-0.5473918030577707,0.4061994820836404,27.654447379560406
25.931633,0.045132,26.873006619272125,27.46859990944218,-0.5955932901700542,0.37516925951239694,27.565829926618534
25.828592,0.058039,26.71232744707641,27.34711784207609,-0.6347903949996798,0.3690962255597744,27.42323722850299
25.347742,0.052985,26.50239122444927,27.199015927848233,-0.6966247033989639,0.34132879883874423,27.29496578576472
25.86294,0.057102,26.404014112995533,27.100047340600216,-0.6960332276046834,0.3939380678915504,27.17303064944404
25.485126,0.04605,26.262646710996222,26.980423537592795,-0.7177768265965732,0.37056343910851663,26.96186551992406
25.450781,0.059077,26.13774429391988,26.86711668295629,-0.7293723890364099,0.36842333912523345,26.815729768963852
25.210356,0.061013,25.99506917177836,26.744393669403973,-0.7493244976256115,0.3530520252818798,26.64779281029891
23.836494,0.091048,25.66298068381246,26.528993693892566,-0.8660130100801062,0.2809244193265435,26.386389958224978
24.214306,0.073426,25.44010765553362,26.357535346196823,-0.9174276906632031,0.3219488521484118,26.16664959437654
23.630415,0.038019,25.16169340083614,26.155526431663723,-0.9938330308275845,0.2940298328684109,26.024824154143975
23.355642,0.086941,24.88383933916904,25.948127584873816,-1.0642882457047769,0.2816517690190718,25.799263639593878
23.596067,0.081835,24.68572051775842,25.77390087488316,-1.0881803571247417,0.3090606619127095,25.508728483985745
23.458681,0.091819,24.496945207334047,25.6024031063733,-1.1054578990392514,0.3019703026786882,25.291771459372182
22.87479,0.076591,24.247382867744193,25.400357691086388,-1.1529748233421948,0.2732757422114805,25.069398429294825
22.857618,0.096313,24.03357288809124,25.212006602857766,-1.178433714766527,0.2724557587062517,24.776587702437446
22.737404,0.053703,23.834162289923356,25.028702706349783,-1.1945404164264275,0.2664287207718892,24.536338514234412
23.458681,0.083216,23.776395937627456,24.912404802175725,-1.1360088645482698,0.35816905247286224,24.35624731910735
23.046524,0.070332,23.664107947223233,24.774191409421967,-1.1100834621987339,0.3325742442767897,24.218528161001498
22.600019,0.069052,23.500401955342735,24.613141601316634,-1.1127396459738996,0.3069810921650417,24.07636263704815
23.389988,0.078344,23.483415192982314,24.522537630848735,-1.0391224378664212,0.3956002906420365,23.94633525260851
22.87479,0.059088,23.38978054790811,24.400482250785867,-1.010701702877757,0.36299885040396435,23.83584630951313
22.565672,0.060177,23.26299461746071,24.264570380357284,-1.0015757628965751,0.3446466133849122,23.697264713290448
23.389988,0.05938,23.282532060928293,24.19978650033082,-0.9172544394025266,0.427734120753078,23.62136190769005
