^GSPC Close,^GSPC Volume,EMA 12,EMA 26,MACD,RSI,VWMA
1455.219971,9.318,1448.3084655641844,1429.6876822270556,18.62078333712884,0.6264099835015179,1427.6346269100077
1399.420044,10.09,1440.7871699389252,1427.4456349509774,13.341534987947853,0.4101180534120177,1426.262659002838
1402.109985,10.855,1434.8368337944753,1425.5689201397938,9.267913654681479,0.42050587518446336,1425.834166752111
1403.449951,10.923,1430.0080825953253,1423.9304779812906,6.077604614034726,0.4259291373255591,1425.6431386888783
1441.469971,12.252,1431.7714500421985,1425.2296996863802,6.541750355818294,0.553587930261846,1427.8000322036119
1457.599976,10.648,1435.745069420322,1427.6274979318337,8.117571488488238,0.5947601446227138,1430.1285038176773
1438.560059,10.14,1436.1781447402725,1428.4373172702162,7.740827470056274,0.5323467072863259,1431.3972721681455
1432.25,9.746,1435.5738147802306,1428.7197382131633,6.854076567067295,0.5131283908500119,1433.0394804541943
1449.680054,10.304,1437.744005429426,1430.2723541973735,7.471651232052409,0.5603438204390885,1435.1047644526327
1465.150024,10.859,1441.960315978745,1432.8558852938643,9.104430684880754,0.5976396361008367,1437.859762596525
1455.140015,10.567,1443.987961982015,1434.5065615683927,9.481400413622168,0.5642836289413005,1440.1500591075107
1455.900024,10.878,1445.8205869078588,1436.0912624892524,9.729324418606438,0.5662630130288622,1442.2020097653149
1445.569946,11.007,1445.7820267681882,1436.7933871937523,8.988639574435865,0.5309565106731917,1442.8696432066215
1441.359985,12.098,1445.1017126500055,1437.1316536979189,7.970058952086674,0.5168138918929793,1443.0797645244586
1401.530029,11.158,1438.3983767038508,1434.4944963128878,3.903880390962968,0.4064964707122576,1440.0479531845926
1410.030029,10.737,1434.034015518643,1432.6823135489701,1.3517019696728312,0.4342506121576928,1437.740751736875
1404.089966,11.173,1429.427238669621,1430.564361878676,-1.137123209055062,0.4194874210195115,1435.1788762409533
1398.560059,11.295,1424.6784417973715,1428.193672776552,-3.5152309791803873,0.4056608539822121,1432.3549371184827
1360.160034,10.958,1414.7525329054681,1423.1541439782889,-8.401611072820742,0.3254433438616233,1427.71175786371
1394.459961,9.938,1411.6305987661653,1421.02864894286,-9.398050176694596,0.4332496667851719,1425.4514940185115
1409.280029,9.81,1411.2689726482936,1420.1583807989446,-8.88940815065098,0.47247868991887154,1423.4275762872824
1409.119995,10.386,1410.9383607024022,1419.3407225916153,-8.402361889213125,0.472098679728511,1423.8616215913125
1424.969971,11.465,1413.0970699789557,1419.7577039551995,-6.660633976243844,0.5138070045373268,1425.011750744086
1424.369995,10.451,1414.8313661360394,1420.0993551437032,-5.2679890076638,0.5121574622390898,1426.0717060381203
1424.23999,9.181,1416.2788467304947,1420.4060688367622,-4.127222106267482,0.5117740618340052,1425.1061163160866
1441.719971,10.477,1420.19286584888,1421.9848764044093,-1.7920105555292594,0.5595204373510287,1424.2975150858117
1411.709961,10.505,1418.887803564437,1421.2237715596382,-2.3359679952011447,0.4738434295065058,1422.9976862136832
1416.829956,10.588,1418.5712116314467,1420.8983037404057,-2.32709210895905,0.48824140925470594,1422.270597675025
1387.119995,10.257,1413.7325629189163,1418.396206796672,-4.663643877755703,0.41694291097302943,1419.2631006704676
1389.939941,9.273,1410.0721595467753,1416.2883352561778,-6.216175709402478,0.4255181352847916,1415.6335412880885
1402.050049,10.921,1408.8379886934251,1415.23364738535,-6.395658691924837,0.4621048919062373,1412.9716064239024
1387.670044,10.188,1405.5813818175136,1413.191898986435,-7.610517168921433,0.42730475016066377,1409.550823266777
1388.26001,10.348,1402.9165553840498,1411.3450923948474,-8.428537010797527,0.4292039646933903,1406.630561061409
1346.089966,10.423,1394.174003171119,1406.5113793285623,-12.33737615744326,0.34191964175608286,1401.6138037492362
1352.170044,9.8,1387.7118556063315,1402.4860952301503,-14.774239623818858,0.36206336948071177,1399.2906794066646
1360.689941,9.937,1383.554637974588,1399.3900838056948,-15.835445831106654,0.3902301207582034,1396.8849586599429
1353.430054,12.15,1378.9200865938822,1395.985637153421,-17.065550559538906,0.3750347625118015,1393.9645088486686
1333.359985,10.652,1371.9108401948233,1391.3466999568714,-19.43585976204804,0.3360738946711373,1390.6065923168294
1348.050049,10.265,1368.2399492417737,1388.139540626733,-19.899591384959194,0.3863260069498665,1390.1080316757577
