NVR Close,NVR Volume,EMA 12,EMA 26,MACD,RSI,VWMA
46.5625,0.000367,45.798093565235845,45.82859353150784,-0.03049996627199647,0.5417134048901496,44.938315083661415
46.0,0.000341,45.829156093661105,45.841290306951706,-0.012134213290600826,0.5080141950034335,44.99660404624277
45.875,0.000165,45.83620900232862,45.843787321251575,-0.007578318922952576,0.5005620681010858,45.02325011531365
45.875,0.000127,45.84217684812422,45.846099371529235,-0.00392252340501642,0.5005620681010858,45.04643285371703
46.75,0.000734,45.9818419484128,45.91305497363818,0.0687869747746177,0.5537102828972822,45.319069866213624
47.375,0.000209,46.19617395634929,46.021347197813135,0.17482675853615604,0.5874786626130348,45.511085280108865
47.5,0.000119,46.3967625784494,46.13087703501216,0.2658855434372356,0.5940937226338008,45.60017006802721
47.8125,0.000215,46.61456833561103,46.25544169908533,0.3591266365257013,0.6108926480029633,45.77431640624999
48.875,0.000173,46.962327053209336,46.44948305470864,0.5128439985006992,0.662097461411936,45.99214389372627
48.8125,7.5e-05,47.246969045023285,46.62452134695244,0.6224476980708431,0.6566236024575318,46.11225810081008
47.75,0.000274,47.32435842271201,46.70789013606708,0.6164682866449311,0.5703036079883071,46.26857668977469
47.75,9.4e-05,47.38984174229478,46.78508345932137,0.6047582829734068,0.5703036079883071,46.3758230904302
48.25,0.000131,47.52217378194173,46.893595795667935,0.6285779862737968,0.5990692896633577,46.47305519339418
48.5625,0.000328,47.68222396933531,47.01721832932216,0.665005640013149,0.6163557607866287,46.92165415194346
48.75,0.000319,47.846497204822185,47.14557252715015,0.7009246776720346,0.6267541936504216,47.14046858359957
49.25,0.00045,48.062420711772624,47.301456043657545,0.7609646681150792,0.6537088626649258,47.44486280173303
48.625,0.000113,48.14897137149992,47.39949633671995,0.7494750347799695,0.5957891555750612,47.53684612950854
47.125,0.000257,47.991437314346086,47.37916327474069,0.6122740396053956,0.48477504904083174,47.55214337175792
46.375,0.000116,47.74275465060054,47.30478080994508,0.4379738406554594,0.4405715442336906,47.53512364357262
45.25,0.000144,47.35925393512353,47.152574824023226,0.206679111100307,0.38400844882118934,47.45749579035992
44.875,0.000275,46.977061022027605,46.983865577799286,-0.006804555771680043,0.367090291756099,47.37556342562782
44.625,7.5e-05,46.6152054801772,46.8091347942586,-0.19392931408139447,0.35583506021112155,47.43538015023902
44.375,0.000171,46.270558483226864,46.62882851320241,-0.358270029975543,0.3444612344283725,47.37494316890202
45.3125,0.000136,46.123164870422734,46.531322697409635,-0.4081578269869013,0.419406767882423,47.35452586206897
45.875,0.000166,46.08498565958847,46.48270620130521,-0.397720541716744,0.45934625859750766,47.40611979166667
45.875,0.000256,46.05268017349793,46.437690927134454,-0.3850107536365215,0.45934625859750766,47.30695266272189
44.1875,0.00029,45.76572937757517,46.27101011771708,-0.505280740141913,0.3706368355944297,47.07836372597339
42.25,0.00104,45.2248479348713,45.973157516404704,-0.7483095815334053,0.2991931526934507,46.017676121236946
42.5,0.000178,44.80564056027571,45.71588658926361,-0.9102460289878991,0.3174748656150666,45.78844875204583
42.75,0.000115,44.489388166387144,45.49619128635519,-1.0068031199680476,0.3361253166498705,45.67151988636363
43.375,0.000328,44.31794383309682,45.33906600588443,-1.0211221727876136,0.38161904085820286,45.40601164191087
43.875,5.2e-05,44.249798628005,45.23061667211522,-0.9808180441102152,0.4160924433003577,45.345293522267205
44.125,8.2e-05,44.23059883908116,45.148719140847426,-0.9181203017662654,0.43310940344053345,45.247035371089765
43.1875,0.000292,44.070122094607136,45.0034436489328,-0.9333215543256657,0.38750271049839136,44.89917610710608
42.875,0.000189,43.88625715697527,44.84578115641926,-0.9595239994439879,0.37338853930024757,44.558227513227514
43.5,0.000481,43.82683297897908,44.74609366335116,-0.9192606843720839,0.4189705482600657,44.00728027754416
44.625,0.000654,43.94962790528999,44.73712376236219,-0.7874958570722015,0.49077654513684327,43.9850387011516
44.125,0.000194,43.976608227553065,44.69178126144647,-0.7151730338934073,0.4633677146395416,43.83604795567443
44.125,0.000272,43.99943773100644,44.64979746430229,-0.6503597332958506,0.4633677146395416,43.7959879406308
44.125,0.000375,44.01875500315929,44.61092357805767,-0.5921685748983805,0.4633677146395416,43.78068848959259
44.375,0.00049,44.07356192575017,44.59344775746081,-0.5198858317106385,0.48145273928365345,43.77902244688143
44.5,0.000635,44.13916778332707,44.5865257013526,-0.4473579180255314,0.4906949314304461,43.84068167604753
