NEE Close,NEE Volume,EMA 12,EMA 26,MACD,RSI,VWMA
5.15625,0.040968,5.311375954767247,5.4027963639775445,-0.09142040921029704,0.3246059670079276,5.310978840554759
5.25,0.054872,5.301933500187671,5.3914781147940225,-0.08954461460635166,0.40182444380673765,5.297271793537768
5.421875,0.054888,5.320386038620336,5.393729735920391,-0.07334369730005452,0.5119844164965304,5.298436127448117
5.421875,0.0296,5.335999724986438,5.3958145702966585,-0.0598148453102203,0.5119844164965305,5.3005454272542725
5.578125,0.079992,5.373249767296216,5.40931904657098,-0.036069279274763666,0.5913333412612707,5.325672696088018
5.53125,0.04168,5.397557495404491,5.418350969047204,-0.02079347364271289,0.5618205094311529,5.345351238131804
5.46875,0.041224,5.408510188419185,5.422084230599262,-0.013574042180077406,0.5242505415092571,5.356883369505396
5.585938,0.061936,5.435806774816233,5.434221546851169,0.0015852279650641066,0.5808486494751769,5.378707284547039
5.53125,0.036744,5.450490347921428,5.441408839677008,0.00908150824442,0.5480798145765123,5.387538612177416
5.429688,0.040704,5.447289986702747,5.440540629330563,0.006749357372183518,0.492510228984048,5.392705828621192
5.296875,0.05408,5.424149219517708,5.429898730861632,-0.005749511343924318,0.43097306164793586,5.389830519572315
5.421875,0.034336,5.423799339591907,5.429304380427437,-0.00550504083552994,0.4949352631735249,5.400533598775169
5.359375,0.0556,5.413887902731614,5.4241244263217006,-0.010236523590086755,0.46668827463140816,5.4061488982163555
5.5,0.040392,5.427135917695981,5.4297448391867595,-0.002608921490778293,0.5314799406538148,5.415865030417843
5.46875,0.069688,5.433538084204292,5.43263411035811,0.0009039738461815716,0.5164640774081345,5.422028414439074
5.28125,0.068904,5.410109148172863,5.421420472553805,-0.011311324380942622,0.43673490384684904,5.412336858298444
5.296875,0.041216,5.392688509992422,5.412194881994264,-0.019506372001841576,0.44443184077121617,5.40882599562346
5.1875,0.037528,5.361121046916665,5.3955508166613555,-0.034429769744690475,0.4029256631568647,5.402239852243919
5.164063,0.04688,5.330804424314102,5.378403570982737,-0.047599146668635406,0.39442523301786375,5.392975731167312
5.273438,0.026592,5.32197882057347,5.370628343502535,-0.04864952292906466,0.4524774382920819,5.390231882951356
5.164063,0.02516,5.297684078946783,5.355327206946792,-0.05764312800000937,0.41013618381649597,5.394367015141993
5.195313,0.0512,5.281934682185739,5.343474302728511,-0.06153962054277251,0.4266446712774792,5.391948010256367
5.359375,0.076056,5.293848577234087,5.344652132156028,-0.05080355492194144,0.5049742797176116,5.387654155170545
5.203125,0.043848,5.279891103813458,5.334168640885212,-0.0542775370717532,0.44291343728249954,5.378304652826158
5.210938,0.040152,5.269282933996004,5.325040445264085,-0.05575751126808104,0.4465760319079361,5.3539940747729995
5.226563,0.031304,5.262710636458157,5.317745819688968,-0.055035183230811136,0.4543029211086197,5.3416750847431205
5.15625,0.056224,5.246332077003055,5.305783166378674,-0.05945108937561905,0.42551179763944397,5.324985535535893
5.039063,0.031776,5.214444526694893,5.286026117017291,-0.0715815903223973,0.382054124699449,5.297191313788001
5.109375,0.028488,5.198279984126448,5.272940849090084,-0.07466086496363555,0.4203089443849469,5.281692669691422
5.09375,0.020688,5.182198448106994,5.259667452861189,-0.07746900475419505,0.4141728419995174,5.27043028504554
5.109375,0.036128,5.170994840705918,5.248534678575175,-0.07753983786925733,0.42324067007515986,5.26202263968637
5.117188,0.0736,5.1627168652127,5.238805294977014,-0.0760884297643134,0.42800833753828815,5.244108184197448
5.125,0.05864,5.1569142705645925,5.230375273126865,-0.07346100256227217,0.4330547361616719,5.229300144430293
5.039063,0.102552,5.138783305862348,5.216203993635986,-0.07742068777363809,0.39207547111344676,5.197805676879532
5.109375,0.040064,5.134258951114295,5.208290734848135,-0.07403178373384023,0.43886241492741584,5.173873494779082
5.023438,0.1838,5.117209574019788,5.194597939674199,-0.07738836565441076,0.39849480005518073,5.140553932145383
4.75,0.06168,5.060715793401359,5.161664758957592,-0.100948965556233,0.30299482205230865,5.112081874564512
4.601563,0.055608,4.990076902108842,5.120175739775548,-0.13009883766670605,0.2657608325892926,5.083451940787205
4.765625,0.05476,4.955545840245943,5.093912722014396,-0.13836688176845335,0.3594534887624724,5.06416498458737
4.828125,0.097736,4.93594263405426,5.074224742605923,-0.138282108551663,0.3913185508164395,5.039679757201591
4.820313,0.12016,4.918153459584373,5.055416465375854,-0.13726300579148099,0.3887156178181672,5.016358735856456
4.851563,0.047168,4.907908773494469,5.040316208681347,-0.13240743518687736,0.40574419857438004,5.002922434974676
4.875,0.090208,4.902845885264551,5.028070563593839,-0.12522467832928807,0.418820417515429,4.972598828762953
4.742188,0.054328,4.878129287531542,5.006894077401703,-0.1287647898701607,0.36923725262764123,4.954992023917875
4.914063,0.099488,4.883657550988228,5.000017701297873,-0.11636015030964497,0.45856966486302914,4.9443190920797395
5.164063,0.07708,4.926796850836193,5.012169204905438,-0.0853723540692446,0.5568757726240658,4.950147488720853
5.351563,0.084424,4.992145489169086,5.037309486023553,-0.04516399685446704,0.6135490402611448,4.96587053784892
5.46875,0.09176,5.06546926006615,5.069268042614401,-0.003798782548250834,0.6441790490956958,4.995510446781568
5.265625,0.079496,5.096262450825204,5.083813002420742,0.01244944840446216,0.5611549527202818,5.007429914908641
5.234375,0.057976,5.1175105353136345,5.094965742982169,0.022544792331465224,0.5494228566432406,5.014688418583275
5.546875,0.070912,5.183566606803845,5.128440502761268,0.05512610404257767,0.6322278197945884,5.036117618583275
5.625,0.076896,5.251479436526331,5.165222687741915,0.08625674878441636,0.649566556404389,5.060617548496451
5.484375,0.105216,5.287309523214588,5.188863599761032,0.0984459234535553,0.5951739720400331,5.085331640722044
5.382813,0.067456,5.302002365796959,5.203230222000956,0.09877214379600296,0.558781508499974,5.100683452741467
5.171875,0.082448,5.281982771058964,5.2009076129638485,0.0810751580951159,0.4915539991824867,5.104012394342216
5.09375,0.0584,5.253023883203738,5.192970012003563,0.060053871200175024,0.4690458302980495,5.113280754536915
5.3125,0.072152,5.262174055018548,5.201824085188484,0.0603499698300638,0.5334624915965938,5.137107852481615
5.414063,0.09632,5.285541585015694,5.217545486285633,0.06799609873006052,0.5601447796871811,5.1727411951345115
5.828125,0.108752,5.36901595655174,5.262773598412624,0.10624235813911653,0.6484259128907287,5.229851395962831
5.679688,0.064928,5.41681165554378,5.293656146678355,0.12315550886542503,0.6017955697691872,5.27249681618966
5.578125,0.0624,5.441629093152429,5.31472791359107,0.12690117956135882,0.5715116973181702,5.319922340559035
5.75,0.043504,5.489070771128978,5.346970290362101,0.1421004807668771,0.6075077881820055,5.346345829477043
5.757813,0.076944,5.530415729416827,5.377403083668612,0.15301264574821527,0.6091153024422477,5.394801028156354
5.664063,0.061104,5.5509768479680845,5.398637151545011,0.15233969642307343,0.5784982099858174,5.428558997507896
5.773438,0.078336,5.585201640588379,5.426400177356491,0.15880146323188793,0.6035361992338293,5.480126694882439
5.757813,0.075712,5.6117572343440125,5.4509492753300846,0.16080795901392797,0.5980705833048598,5.5100820092136935
5.71875,0.057536,5.6282176598295495,5.470786366046374,0.15743129378317544,0.5838356112411409,5.527141484752541
5.820313,0.063352,5.657770789086542,5.496677227820716,0.16109356126582597,0.609837467293882,5.54353438018961
5.898438,0.063176,5.6947965138424586,5.526437285019181,0.16835922882327736,0.6290377803305893,5.574371552637997
5.84375,0.038048,5.717712434789773,5.549941930573316,0.167770504216457,0.6065365423543677,5.595417576569691
5.90625,0.077024,5.746718214052885,5.576335120901218,0.170383093151667,0.623128427111168,5.614571057130707
5.882813,0.033808,5.767655873429364,5.599037186019647,0.16861868740971708,0.6126946372993428,5.620532894880774
5.6875,0.071048,5.755324200594077,5.605589987055229,0.14973421353884842,0.5326519189249908,5.634643506122231
5.445313,0.068632,5.70763016973345,5.593717617643731,0.11391255208971973,0.45353134661912325,5.637593621756116
5.414063,0.06824,5.662465989774458,5.58040986818864,0.08205612158581843,0.4443593450674656,5.654872674192335
5.609375,0.089136,5.654298145193772,5.582555433508,0.07174271168577206,0.5109311593707642,5.6758295340779705
5.648438,0.051984,5.653396584394731,5.587435623618519,0.06596096077621194,0.5232344862322561,5.694193478417522
5.679688,0.049936,5.6574414175647725,5.594269132980109,0.06317228458466317,0.533348290409004,5.7143360237618905
5.890625,0.058904,5.693315814862499,5.616221419426027,0.07709439543647267,0.5956940930072663,5.712748267261786
