JNJ Close,JNJ Volume,EMA 12,EMA 26,MACD,RSI,VWMA
46.09375,0.046424,46.949569226412045,47.8151422003051,-0.8655729738930518,0.40766185566226865,46.86795545497667
44.40625,0.078222,46.55828934542558,47.562631666949166,-1.0043423215235876,0.34678288103320737,46.62983303513503
44.875,0.082296,46.299321753821644,47.36354783976775,-1.0642260859461032,0.3747164506547183,46.50604943326609
46.28125,0.053564,46.29654148400293,47.28337762941458,-0.986836145411651,0.4506177854610493,46.57185678885309
48.25,0.098638,46.5970735633871,47.35497928649499,-0.7579057231078892,0.5356081544570453,46.70781322833757
47.03125,0.049286,46.66386993825063,47.330999339347215,-0.667129401096588,0.48553296704714327,46.69749242556807
47.1875,0.06153,46.74442840928899,47.320369758654834,-0.5759413493658414,0.49208917846264894,46.72777249176327
46.75,0.051632,46.745285577090684,47.27812014690262,-0.5328345698119392,0.47387934825177,46.710771579395434
46.6875,0.046592,46.7363954883075,47.23437050639132,-0.49797501808382094,0.4711967784105207,46.677315916946135
46.84375,0.054048,46.75291156702943,47.20543565406604,-0.4525240870366076,0.47913517833467284,46.64938720586421
45.65625,0.0487,46.584194402871056,47.090681161172256,-0.5064867583012003,0.4267067681075756,46.49435485430297
45.8125,0.055074,46.46547218704474,46.9960010751595,-0.530528888114759,0.4354601192186489,46.4890354727564
45.96875,0.048234,46.389053389037855,46.919908402925465,-0.53085501388761,0.4445927057713665,46.520316345711734
44.9375,0.08538,46.16573748303203,46.7730633360421,-0.6073258530100674,0.3987444858242343,46.43337140101619
41.84375,0.113042,45.50081633179634,46.4079290148538,-0.9071126830574627,0.2990949699446384,45.899188171537965
42.625,0.129568,45.058383049981515,46.12771205079055,-1.0693290008090344,0.3436989006073132,45.444606733022916
41.75,0.094914,44.54940104229205,45.80343708406533,-1.2540360417732828,0.3191982737891344,45.10643260054924
40.25,0.124066,43.88795472809327,45.39207137413457,-1.5041166460412967,0.2820761126387855,44.63771259379138
42.25,0.1234,43.635961693001995,45.15932534642089,-1.5233636534188975,0.3848083141785144,44.40021476738333
43.03125,0.090552,43.54292912484784,45.001690135574904,-1.4587610107270663,0.419738179079516,44.29959427734662
42.40625,0.060792,43.36805541333278,44.809435310717504,-1.4413798973847207,0.4001633306491395,44.17156056997928
42.6875,0.057916,43.263354580512356,44.65225491733102,-1.388900336818665,0.4134202972498169,44.103350334875735
41.65625,0.102372,43.01610772197199,44.43032862715835,-1.4142209051863617,0.380236852302234,43.90066638965984
41.0625,0.06906,42.71555268782245,44.180859839961435,-1.4653071521389833,0.36221021526682334,43.69391908753602
40.71875,0.05822,42.408352274311305,43.92440725922355,-1.5160549849122447,0.35181115996871,43.28547901996749
41.03125,0.061254,42.19649038595572,43.710099314095885,-1.5136089281401652,0.3695321561634983,43.07543869512466
40.0,0.124226,41.85856878811638,43.43527714268137,-1.5767083545649925,0.3368080585051301,42.67828553752809
39.0,0.113448,41.418788974560016,43.10673809507534,-1.6879491205153272,0.3082974733279696,42.3004537790106
38.71875,0.102332,41.00339836308924,42.78170193988458,-1.778303576795338,0.3005906338039565,41.96786328977431
38.8125,0.07373,40.666337076460124,42.48768698137461,-1.8213499049144843,0.30681107791982776,41.68209321797176
39.84375,0.098634,40.53978521854318,42.29183979756908,-1.7520545790259021,0.37288285552742156,41.472227781777555
39.90625,0.092472,40.442318261844235,42.1151294421936,-1.6728111803493633,0.3767600749846826,41.261741532738334
39.59375,0.057744,40.31176929848358,41.9283605946237,-1.6165912961401148,0.36462147389189364,41.08534609944128
38.71875,0.082462,40.06668940640918,41.690611661688614,-1.6239222552794317,0.3323348682562908,40.79901127142111
39.3125,0.073074,39.95066026696162,41.51445524230427,-1.5637949753426525,0.37291266210161966,40.67236613636414
38.0625,0.082932,39.66017407204445,41.25875485398544,-1.5985807819409885,0.3277514645251878,40.403129910816695
36.875,0.185128,39.23168575326838,40.93403227220874,-1.7023465189403595,0.29162012221088585,39.97724568167764
36.0,0.132214,38.73450332968863,40.56854840019327,-1.8340450705046436,0.26816187260048924,39.67339191172239
36.375,0.135378,38.37150281742884,40.25791518536414,-1.8864123679353,0.29435993922628656,39.261035989568164
36.0,0.101832,38.006656230132094,39.94251406052235,-1.9358578303902547,0.28343322336435484,38.89996424684488
36.6875,0.093972,37.803709117804075,39.70140190789107,-1.8976927900869924,0.3323634437357315,38.67816493494522
36.84375,0.06793,37.656023099680375,39.48972398878802,-1.8337008891076465,0.3433381845689509,38.49119478268342
36.75,0.057946,37.51663493049878,39.28678147110002,-1.7701465406012389,0.3397297101797378,38.26323821558937
35.25,0.076314,37.1679218642682,38.98776062138891,-1.8198387571207064,0.28763964194430036,38.03704124052366
34.25,0.165264,36.71901080822694,38.63681539017492,-1.9178045819479763,0.2591157588006259,37.64175427617644
35.5,0.128368,36.531470683884336,38.404458694606404,-1.872988010722068,0.3463700064595689,37.405833241664226
36.34375,0.096654,36.50259057867136,38.25181360611704,-1.7492230274456801,0.3979145621608201,37.19525158982827
35.4375,0.087222,36.338730489644995,38.043345931589855,-1.7046154419448598,0.3646525161856989,37.01546682017793
35.0,0.057626,36.13277195277654,37.81791289962024,-1.6851409468437026,0.34946530898859157,36.866283882138546
36.375,0.103422,36.17003780619553,37.71103046261133,-1.5409926564158027,0.42983764109572226,36.76798111189585
38.46875,0.120202,36.5236858360116,37.767157835751235,-1.2434719997396328,0.5258925746271174,36.71846567535267
