GS Close,GS Volume,EMA 12,EMA 26,MACD,RSI,VWMA
88.3125,0.018226,85.7628189803114,82.1721761719731,3.5906428083382878,0.614694172255805,82.90197800952164
82.75,0.016477,85.29930836795579,82.21497793701214,3.084330430943652,0.5118454623609641,82.98234553097465
78.875,0.015166,84.31095323442413,81.96757216390013,2.3433810705240035,0.45476200238086867,82.75182819584137
82.25,0.018451,83.99388350605119,81.98849274435197,2.0053907616992177,0.5063961189544713,82.80546679128555
82.5625,0.011274,83.7736706589664,82.0310118003259,1.742658858640496,0.511013633954063,82.95917980725488
84.375,0.008031,83.86618286527926,82.20464055585731,1.6615423094219466,0.5380082201416791,83.08477583195862
84.8125,0.008086,84.01177011677476,82.3978153294975,1.613954787277251,0.5445442026910017,83.20555406063403
84.375,0.009161,84.06765163727094,82.54427345323843,1.5233781840325094,0.5363722170792412,83.51601124177053
84.5,0.00711,84.13416676999849,82.68914208633187,1.4450246836666167,0.5385031991135767,83.78392565144003
85.625,0.00607,84.36352572846026,82.90661304289988,1.4569126855603827,0.5581855705592436,83.92544275877468
86.875,0.010957,84.74990638562022,83.2005676323147,1.5493387533055198,0.5796378999004804,84.19086339705312
87.5625,0.006369,85.1826130955248,83.52367373362473,1.6589393619000674,0.5913893540528878,84.46059643510054
85.9375,0.006218,85.29874954236715,83.70247567928217,1.5962738630849742,0.5521020047838675,84.73569459920654
85.6875,0.005425,85.3585573050799,83.84951451785386,1.5090427872260364,0.5460914312555488,84.90650144412294
81.75,0.007129,84.80339464275991,83.69399492393876,1.1093997188211517,0.46097073183059517,84.89733900178442
83.875,0.007493,84.66056469771993,83.70740270735071,0.9531619903692246,0.5057464603428182,84.914966668583
88.25,0.010866,85.21278551345533,84.0438913956951,1.1688941177602317,0.5826183372177683,85.0981759449233
89.0,0.00702,85.79543389600066,84.41101055156953,1.3844233444311271,0.5942682997037867,85.12058968641225
87.0,0.007768,85.98075175815441,84.60278754774957,1.3779642104048406,0.5501681538747178,84.83862101845844
91.625,0.008018,86.84909764151527,85.12295143310146,1.7261462084138088,0.6203339763139679,84.93364820930292
91.25,0.008131,87.52615954282061,85.57680688250134,1.9493526603192635,0.6119985081093775,84.87844522729726
91.125,0.009647,88.0798273054636,85.98778415046421,2.092043154999388,0.6090606662631328,85.41284124670665
85.375,0.022133,87.66370002769996,85.94239273191131,1.7213072957886482,0.4920490535706705,85.94325207572415
84.6875,0.014517,87.20582310036151,85.8494377147327,1.356385385628812,0.48017077045016887,86.21837949157494
85.75,0.009298,86.98185031569051,85.84207195808582,1.1397783576046834,0.5002496421686304,86.42379609299681
89.4375,0.010248,87.35964257481504,86.10839996119059,1.2512426136244557,0.5632951818046129,86.68437782114232
86.75,0.003971,87.26585140945889,86.15592588999128,1.109925519467609,0.512545342503226,86.77109523286529
