MRK Close,MRK Volume,EMA 12,EMA 26,MACD,RSI,VWMA
67.625,0.059788,68.74215225661841,70.71143952373222,-1.9692872671138133,0.39566043918121657,69.43153263647793
65.25,0.075331,68.2048980632925,70.3068884479002,-2.101990384607703,0.34253109661708436,68.88033575501372
67.8125,0.075983,68.14452913047828,70.12211893324094,-1.9775898027626653,0.43126802688807275,68.5918373331236
68.375,0.047605,68.17998618732777,69.99270271596383,-1.8127165286360594,0.4488529317053674,68.35951326117303
74.9375,0.103733,69.21960369696966,70.35898399626281,-1.1393802992931512,0.6030560197409977,68.83422240057305
72.75,0.057268,69.76274158974356,70.53609629283594,-0.7733547030923802,0.54801557902121,68.90940663936794
73.0,0.050233,70.26078134516763,70.71860767855179,-0.4578263333841619,0.5530363805177315,69.13744610200833
74.4375,0.049904,70.90335344591107,70.99408118384424,-0.09072773793317879,0.581802640425825,69.34096004588909
74.75,0.053535,71.49514522346321,71.27229739244838,0.22284783101483185,0.588010251315976,69.46305384538329
74.125,0.055402,71.89973826600733,71.48360869671146,0.41612956929587597,0.5697933195316224,69.70020159355997
70.8125,0.052997,71.73247084046774,71.4338969413995,0.29857389906824494,0.48417725326201877,70.09444014244927
71.5,0.047616,71.6967060957804,71.4387934642588,0.2579126315216058,0.5009380207069957,70.33300408686341
72.9375,0.049863,71.88759746566033,71.54980876320258,0.3377887024577575,0.5349632105083757,70.68424118332761
72.4375,0.079289,71.97219785555875,71.61556366963202,0.3566341859267226,0.5216413489699796,70.97282669234326
70.25,0.051891,71.70724433931895,71.51441080521484,0.19283353410411053,0.4668647770702427,70.98309688413397
70.875,0.054461,71.5792067486545,71.46704704186558,0.11215970678891551,0.4835513304399615,70.9922860218182
72.8125,0.053575,71.76894417193841,71.56671022394961,0.2022339479888018,0.5324099206173081,71.12003839565097
74.125,0.077472,72.1314142993325,71.75621317032372,0.37520112900878644,0.5625980867174846,71.4071738780989
76.375,0.09823,72.78427363789673,72.09834552807752,0.6859281098192156,0.6091798840134939,71.90568885671156
78.625,0.080063,73.68284692437416,72.5818014148866,1.1010455094875624,0.6493907657558333,72.4195716031294
76.8125,0.050264,74.164332012932,72.89518649526536,1.2691455176666295,0.5961772146980265,72.82081931502356
76.875,0.046427,74.58135785709631,73.18998749561608,1.3913703614802273,0.5974023218746466,73.4346193511791
76.25,0.03874,74.83807203292764,73.41665508853342,1.421416944394224,0.5785018477883196,73.88203104663232
75.0625,0.042621,74.87259941247723,73.53856952641983,1.3340298860573938,0.543329043408834,74.14382659703884
75.25,0.041702,74.93066104132689,73.66534215409244,1.265318887234443,0.5480019930748573,74.11183474172222
75.4375,0.039392,75.00863626573813,73.79661310564116,1.212023160096976,0.5529286153655372,74.22875388240936
71.375,0.069273,74.44961530177842,73.61723435707515,0.8323809447032744,0.44081756442903236,74.1087202827361
69.0,0.070195,73.61121294765867,73.2752169972918,0.3359959503668648,0.3909156366494113,73.78347185145289
65.25,0.092134,72.32487249417272,72.68075647897389,-0.35588398480116723,0.3278142871452921,73.08024840614397
66.0625,0.089331,71.3614305719923,72.19051525830916,-0.829084686316861,0.35221287560112213,72.52148570095045
65.625,0.063771,70.47890279168578,71.7041807947307,-1.2252780030449202,0.34495225434463406,72.23901231285032
65.5,0.051374,69.71291774681104,71.24461184697287,-1.531694100161829,0.3427780607540101,71.98820251187837
63.25,0.069369,68.71862270884012,70.65241837682674,-1.9337956679866295,0.3054575731671112,71.46938012375612
62.0,0.066171,67.68498844594163,70.01149849706181,-2.326510051120181,0.286776976181592,70.90509256845009
65.5,0.091994,67.34883637733522,69.67731342320538,-2.3284770458701587,0.39782380307966203,70.54502926993632
63.125,0.077285,66.69901539620672,69.19195687333831,-2.4929414771315948,0.35718387787556327,70.09334515760476
62.0,0.090668,65.97608995063645,68.6592193271651,-2.6831293765286546,0.33949233534673157,69.4401689112914
60.1875,0.077013,65.08553765053853,68.03168456218991,-2.9461469116513825,0.31262596060623443,68.64113069337164
61.5625,0.084882,64.54353185814799,67.5524857057314,-3.008953847583413,0.3543679859730917,67.62021228639671
61.5625,0.078662,64.08491157227907,67.10878306086241,-3.023871488583339,0.35436798597309177,66.60044159966289
60.0,0.069557,63.45646363808229,66.58220653783556,-3.12574289975327,0.3281085925235497,65.88044019300126
59.25,0.058846,62.80931538606963,66.03908012762552,-3.229764741555897,0.3160040392884317,65.21966797935406
57.5,0.102165,61.99249763436661,65.40655567372734,-3.4140580393607323,0.2891948780637215,64.3671787202793
56.5,0.086862,61.14749799831021,64.7468108090068,-3.5993128106965955,0.27484572672190366,63.59255031462362
53.9375,0.129238,60.038267537031714,63.94612111945074,-3.9078535824190226,0.2417447219046288,62.47975453124218
56.8125,0.11994,59.54199560825761,63.41770474023217,-3.87570913197456,0.3380666387757311,61.75348356654239
61.125,0.122802,59.78553474544874,63.24787475947423,-3.462340014025486,0.4507706459443095,61.314017535140906
59.5625,0.083139,59.7512217076874,62.974884036550215,-3.2236623288628152,0.42268905605612,60.912225516551395
57.0,0.088769,59.32795682958165,62.53230003384279,-3.2043432042611357,0.38079209519280394,60.473323070409755
56.5,0.071413,58.892886548107555,62.08546299429887,-3.1925764461913175,0.37302269334216576,60.00831660648962
59.8125,0.091856,59.03436554070639,61.91709536509155,-2.8827298243851587,0.4526937590972842,59.78859268810546
65.0,0.151208,59.95215545752079,62.145458671381064,-2.1933032138602755,0.5492849958520194,60.061568729340735
62.75,0.085154,60.38259307944067,62.19023951053802,-1.8076464310973535,0.5074526745981329,60.065810514088234
61.625,0.061187,60.57373260568057,62.148369917164835,-1.5746373114842669,0.4874627856423416,60.0479325319317
63.9375,0.051434,61.09123528172971,62.28089807144892,-1.1896627897192076,0.5285724296272499,59.87874737666099
64.4375,0.052742,61.60604523838668,62.440646362452696,-0.8346011240660189,0.5372155393373605,59.87280217998255
62.875,0.048281,61.801269047865645,62.47282070597472,-0.6715516581090739,0.505995299467677,59.84486313150453
61.75,0.066956,61.79338150204016,62.419278431458075,-0.6258969294179124,0.4841775717813288,59.904198810563415
61.125,0.055785,61.690553578649364,62.32340595505377,-0.6328523764044078,0.47200118864139773,59.8608469605536
61.5625,0.07592,61.670853028087926,62.26704255097572,-0.5961895228877907,0.48182484021366234,59.85805842239133
64.0,0.070472,62.029183331459016,62.39540976942196,-0.3662264379629434,0.5338611570969729,60.02651087644079
64.0625,0.063036,62.342001280465325,62.51889793464996,-0.17689665418463107,0.535150186125037,60.20532075527346
