JPM Close,JPM Volume,EMA 12,EMA 26,MACD,RSI,VWMA
48.583332,0.120192,50.8096571387692,51.399206538230615,-0.5895493994614185,0.38697544985131116,50.49797287951868
47.25,0.117234,50.26201757895855,51.09185790576909,-0.8298403268105403,0.3499889992535262,50.01974401214428
46.958332,0.087145,49.75375825911877,50.78567080163805,-1.0319125425192794,0.34228211886084486,49.63709532122975
47.625,0.083692,49.426256988485115,50.55154703855375,-1.1252900500686351,0.37609987639079867,49.38563426728363
48.5,0.065719,49.28375591333356,50.399580591253475,-1.1158246779199175,0.4183701419983991,49.223632755084815
47.666668,0.047235,49.034973157436085,50.19714262153099,-1.1621694640949087,0.39118703777632546,49.00766580309053
46.541668,0.084055,48.65138774859977,49.92636672363981,-1.2749789750400424,0.35742402055639183,48.7547142561136
46.833332,0.072718,48.3716868641998,49.69725304040723,-1.3255661762074311,0.3725441311864007,48.574058905197944
47.541668,0.069189,48.24399165432291,49.53758007445114,-1.2935884201282306,0.4089203583825082,48.449351764944495
49.25,0.097318,48.39876216904246,49.51627784671402,-1.1175156776715554,0.4862744481383174,48.46113115740691
47.333332,0.052966,48.23484983534362,49.35457815436483,-1.1197283190212133,0.41988131988275806,48.40939842606175
49.416668,0.157347,48.41666801452152,49.35917740218966,-0.9425093876681387,0.49982129199315417,48.54038375343136
49.375,0.077703,48.564103704595134,49.3603494464719,-0.796245741876767,0.498342174051575,48.502717364862946
48.625,0.051606,48.57347236542665,49.305879117103615,-0.7324067516769617,0.47130664300357283,48.471822327421116
48.666668,0.064591,48.58781015536101,49.25853014546631,-0.6707199901052974,0.4730171694903471,48.37939670094666
49.75,0.075799,48.76660859299778,49.29493531987621,-0.5283267268784329,0.5167900769236895,48.38225091084366
52.291668,0.083866,49.30892542484427,49.5169155184039,-0.20799009355962994,0.6006101259460154,48.56678862224052
53.791668,0.081658,49.99857812871438,49.833563850373984,0.16501427834039362,0.6402695488110834,48.79981853117903
51.125,0.075,50.17187380121985,49.929225787383324,0.24264801383652923,0.5379905711848268,48.87102803120312
53.791668,0.071602,50.7287652164168,50.215332617947524,0.5134325984692722,0.6058046292898449,49.06559588344132
55.833332,0.09651,51.51408318312191,50.63148072032178,0.8826024628001292,0.6483611182817883,49.50647573132756
54.916668,0.071262,52.03755777033392,50.94890200029795,1.0886557700359702,0.6161960999016781,49.92133513124154
55.458332,0.092002,52.56383072874408,51.282933852127734,1.280896876616346,0.6279418863677232,50.40969696865199
54.5,0.051151,52.86170292432192,51.52123504826642,1.3404678760554987,0.5933439694609932,50.697022903190216
54.791668,0.046842,53.158620628272395,51.76348934098743,1.3951312872849684,0.6005574081690147,50.91813780157325
56.708332,0.063186,53.70473007007664,52.12977398239577,1.5749560876808744,0.645107976862327,51.25623477600137
55.25,0.098185,53.942463905449465,52.36090183555164,1.5815620698978279,0.5910889421625266,51.76472251569009
55.416668,0.068805,54.169264535380314,52.58725488477003,1.5820096506102814,0.5952602359927757,52.15905698910375
55.083332,0.070525,54.309890299167954,52.772149485898176,1.537740813269778,0.5824627470995064,52.49867768230998
52.708332,0.059047,54.063496714680575,52.76742226472054,1.296074449960038,0.4999843230478426,52.716300058567086
54.041668,0.089655,54.060138450883564,52.8618108377042,1.1983276131793659,0.5394157051506555,52.97752309265609
53.0,0.048297,53.89704022767071,52.87204707194833,1.0249931557223775,0.5058529889768602,53.36810164834146
52.25,0.057162,53.64364942341368,52.82596951106326,0.8176799123504139,0.4825714460709614,53.54199462668316
49.833332,0.081213,53.057446742888494,52.60429265839191,0.4531540844965818,0.4161144579350511,53.50919141116099
51.5,0.070686,52.81783955167488,52.52249320221473,0.2953463494601465,0.47029347771197255,53.626759226134
51.583332,0.044529,52.627915312955665,52.45292570575438,0.1749896072012831,0.472926906988664,53.76950136534423
50.666668,0.051999,52.32618495711633,52.32061032014295,0.0055746369733853385,0.44662355955762745,53.742578578054236
50.583332,0.046443,52.058053732944586,52.191923037169396,-0.13386930422480958,0.44420471854302007,53.63126233735888
51.958332,0.06051,52.042711927876184,52.17461999737907,-0.13190806950288447,0.49299493284720625,53.69601297063103
53.083332,0.061669,52.20280732358754,52.24193199757321,-0.03912467398566832,0.5293955235876835,53.662446562680586
54.666668,0.048663,52.58186281226639,52.42154207182705,0.16032074043933875,0.5755801146911673,53.5371229234868
53.708332,0.035838,52.7551657642254,52.5168598442843,0.23830591994110506,0.5409744494393909,53.46317167773929
54.083332,0.059814,52.95949903126765,52.63289481878176,0.3266042124858899,0.5523169859553004,53.34254725129485
55.625,0.056914,53.36957610338032,52.85453223961274,0.5150438637675805,0.5964638671055149,53.40049781957439
