MSFT Close,MSFT Volume,EMA 12,EMA 26,MACD,RSI,VWMA
58.28125,0.532284,57.08649661357076,53.794413665859665,3.292082947711094,0.718981532927064,53.6125996177148
56.3125,0.54119,56.96742021148295,53.98093857949969,2.98648163198326,0.6068997492185653,53.991030019072134
56.90625,0.640596,56.95800940971635,54.19762831435157,2.760381095364778,0.6258435978074206,54.52012131939445
55.0,0.549766,56.656777192836905,54.257063254029234,2.399713938807672,0.5364590607218166,54.844734665569305
55.71875,0.620136,56.512465317015845,54.36533634632337,2.147128970692478,0.5618678730604728,55.22022604429326
56.125,0.449636,56.45285526824418,54.49568180215126,1.957173466092918,0.5760143289081198,55.50936939278661
54.6875,0.467436,56.18126215005277,54.509890557547465,1.6713715925053023,0.5129069302599719,55.79576712016677
52.90625,0.665324,55.67741412696772,54.3911023680995,1.2863117588682158,0.4474844970206019,56.45885564400507
53.90625,0.83144,55.40492733820346,54.35518737786991,1.0497399603335467,0.4870420735237614,56.589886152062455
56.125,0.734164,55.51570774771062,54.486284609138806,1.0294231385718149,0.561975658036228,56.522055178008415
57.65625,0.814836,55.84502194037052,54.721096860313715,1.1239250800568072,0.6048750940754142,56.49666424704527
53.5,0.975682,55.48424933415968,54.63064524103122,0.8536040931284603,0.47025087581086106,56.21428107294066
53.0,0.563498,55.10205712890434,54.50985670465853,0.5922004242458101,0.45707150539449903,55.938931897910614
51.875,0.684162,54.605586801380596,54.31468213394309,0.2909046674375091,0.42800573483979093,55.56873815013015
50.625,0.635976,53.99318883193743,54.0413723462436,-0.0481835143061673,0.3977407827050807,55.187023539439295
51.40625,0.598232,53.59519824240859,53.8461780983737,-0.25097985596510597,0.4251026306635845,54.85553237014807
49.6875,0.49365,52.99401389742266,53.538127868864535,-0.5441139714418739,0.3837917057154106,54.54559489363213
49.375,0.636548,52.437242528588406,53.22974802672642,-0.7925054981380129,0.3766252802538369,54.20077417406215
49.125,0.582254,51.92766675495942,52.92569261733927,-0.9980258623798548,0.3706623443390065,53.87244471373959
48.9375,0.731942,51.46764110035028,52.63027094198081,-1.1626298416305332,0.3659822283348254,53.54490636612902
51.46875,0.701966,51.467811700296394,52.544232353685935,-1.0764206533895404,0.464316493430423,53.236937837240944
50.40625,0.499156,51.30449451563541,52.38586329044994,-1.0813687748145284,0.4338959071283665,52.99794104427479
51.8125,0.49186,51.38264920553765,52.343391935601794,-0.9607427300641405,0.4822457861132703,52.755420648085945
53.28125,0.553654,51.674741635454936,52.412862903335,-0.7381212678800608,0.5276249104685011,52.68136322853647
53.3125,0.400058,51.92670446076956,52.47950268827315,-0.5527982275035939,0.5285716597441666,52.5509947708799
