AAPL Close,AAPL Volume,EMA 12,EMA 26,MACD,RSI,VWMA
0.999442,5.357968,0.9155066760213666,0.8948310179039703,0.020675658117396245,0.6452659162420633,0.9237204311924582
0.915179,5.123776,0.9154562643257718,0.8963382758370095,0.019117988488762228,0.5246984367830448,0.916782553683653
0.928571,7.783216,0.9174739159679607,0.8987258850342681,0.018748030933692594,0.5394277478018175,0.9107873597902075
0.848214,7.679728,0.9068185442805822,0.8949842639206187,0.011834280359963478,0.4494288665499318,0.9020114130068796
0.888393,4.607344,0.9039838451604927,0.894496022148721,0.009487823011771646,0.4948141544268181,0.8974567978717913
0.872768,5.05064,0.8991814074434938,0.8928865390265937,0.00629486841690019,0.4783017905843685,0.8942602981417
0.828125,4.415488,0.8882496524521871,0.8880893879875866,0.00016026446460049026,0.4337630699468925,0.8913805253896294
0.77846,9.760688,0.8713589366903122,0.8799686925810987,-0.008609755890786497,0.3902283008057744,0.8810247280074299
0.863839,10.326848,0.8702020233533411,0.8787739005380543,-0.008571877184713195,0.4857762018410699,0.8801071541304264
0.896763,3.90376,0.874288327452827,0.8801064264241244,-0.00581809897129737,0.5171937971140376,0.8809383473036897
0.928013,4.591776,0.8825536616908536,0.8836550615038189,-0.001101399812965309,0.5455734191807259,0.8826692138336311
0.951451,5.976432,0.893153252199953,0.8886769828739064,0.004476269326046611,0.5661706080021772,0.8872772308953425
1.013393,18.311328,0.9116516749384217,0.8979152063647282,0.013736468573693483,0.6157405224048953,0.9076448802319832
0.993862,4.959248,0.9242994172555876,0.9050223762636374,0.019277040991950267,0.592742565703517,0.9119545841794622
0.948661,4.408768,0.9280473530624203,0.9082548669107753,0.019792486151644972,0.5422636247038441,0.9131401625860537
1.002232,4.971456,0.9394603756682017,0.9152161360284956,0.024244239639706122,0.5871395852758928,0.9173325959654153
0.983817,3.671584,0.9462844717192476,0.9202976815078663,0.025986790211381283,0.5665767163197741,0.9202678912131379
0.982143,3.40144,0.9518011683778248,0.9248788162109873,0.02692235216683747,0.5646408158355624,0.9225641468097222
0.907366,4.233488,0.9449649886273903,0.9235815705657291,0.02138341806166122,0.4849326212045837,0.9224927171935203
0.926339,7.0168,0.942099451915484,0.9237858245978973,0.01831362731758679,0.504062418849157,0.922766699399999
0.895089,3.180352,0.9348670746977172,0.9216601338869419,0.013206940810775336,0.47290786299420606,0.9187233192169252
0.882254,4.641952,0.9267727555134531,0.9187411610064277,0.008031594507025397,0.46032350875800415,0.9174935555355055
0.922433,4.751936,0.9261051008190757,0.919014630561507,0.007090470257568704,0.5047523284610858,0.9169700642438524
0.964286,4.2532,0.9319790853084486,0.9223680653347287,0.009611019973719936,0.5466223810381934,0.9232334297783558
1.018415,4.410672,0.9452769183379182,0.9294826530877118,0.01579426525020633,0.5943845112437331,0.9282260935435009
1.02567,4.086432,0.9576450847474692,0.9366076417478814,0.021037442999587874,0.6004599276704461,0.9341103244574336
1.00558,2.993648,0.9650196870940124,0.9417167053221123,0.023302981771900155,0.5747858533168037,0.9400999700462553
1.013393,3.029824,0.9724617352333951,0.9470260604834373,0.025435674749957782,0.5822663899676048,0.9569013744208975
0.970982,2.122512,0.9722340836590266,0.9488005745217012,0.023433509137325448,0.5279690122954552,0.9669191794382597
1.03404,3.675392,0.9817426861730225,0.9551146060386122,0.026628080134410315,0.5892936405031938,0.9721940552894246
1.0625,4.85744,0.9941668883002498,0.9630690796653817,0.031097808634868107,0.6136876079773169,0.9786771266132965
1.018973,3.782464,0.9979832131771345,0.9672101108012793,0.030773102375855177,0.5590020168955353,0.9819339785479807
1.02567,2.894976,1.0022427188421907,0.9715404729641475,0.030702245878043266,0.5654185871146092,0.9764087520233188
0.993304,2.334416,1.0008675313280075,0.9731525860779144,0.027714945250093104,0.5256145484181152,0.9758102358283323
1.016183,4.22296,1.0032237572775449,0.9763400241462171,0.026883733131327747,0.5497440953513559,0.97950533797974
1.037946,4.730992,1.0085656407733072,0.9809034297650159,0.02766221100829136,0.5720430398682248,0.9815936318265049
1.028599,3.76432,1.0116476960389522,0.9844364349676072,0.027211261071344972,0.5592328453348703,0.9837468435304942
0.985491,2.49144,1.0076235889560365,0.9845145508959326,0.023109038060103892,0.5032585661227269,0.9838733464205638
1.011161,3.28328,1.0081678060397232,0.9864883619406783,0.021679444099044876,0.5332198808970133,0.9892766250484808
1.023438,3.689616,1.0105170666489967,0.9892253721672948,0.021291694481701873,0.5472838385438455,0.997031815736162
1.163504,10.770032,1.0340535179337664,1.0021349001549025,0.031918617778863956,0.6695951796054941,1.023237908073704
1.089286,3.112592,1.042550822867033,1.0085905371804653,0.033960285686567726,0.5801526249533406,1.0340887967419474
1.142857,3.233664,1.057982542425951,1.0185362010930235,0.03944634133292757,0.6196460662870484,1.0454381982867171
1.12221,2.1056,1.0678636897450355,1.0262157417527995,0.041647947992236034,0.5963621775232496,1.0521426830446372
1.097098,2.730112,1.072361275938107,1.0314662794007403,0.04089499653736661,0.5683874830233172,1.0558159141221894
1.089286,2.712304,1.0749650796399366,1.035749221667352,0.039215857972584534,0.5595933422217783,1.0587656991046186
1.091518,2.767184,1.077511682772254,1.0398802422845852,0.037631440487668755,0.5616800268138955,1.0622209201654185
1.122768,2.486064,1.0844741931149842,1.0460200761894307,0.03845411692555345,0.5909058478012079,1.066379689832704
1.083147,3.039568,1.0842700095588327,1.0487702186939174,0.03549979086491528,0.541598358138198,1.0698666562943009
1.020089,4.285792,1.074396008088243,1.0466456839758496,0.027750324112393532,0.47383141462710493,1.0687525300893315
1.037946,4.436096,1.0687883145362056,1.0460012629406015,0.022787051595604124,0.4931713365748158,1.0672939823870065
1.085379,3.781008,1.0713407276844817,1.0489181323524088,0.022422595332072914,0.5413915001865562,1.070740462756074
1.116071,3.050432,1.0782223080407154,1.053892418844823,0.024329889195892296,0.5699056562362655,1.0744206617553462
1.098214,2.044896,1.0812979529575284,1.0571754989303916,0.024122454027136753,0.5485362834882884,1.0776928866218285
1.204799,5.24328,1.1002981140409855,1.068110573083696,0.032187540957289595,0.6362169010124874,1.0902502135201864
1.287388,5.679968,1.1290811734192954,1.0843533454478667,0.04472782797142871,0.6869513938462345,1.1085508091267395
1.261719,5.625648,1.14948699289325,1.097491542081358,0.05199545081189205,0.6563145338202911,1.1237350345821242
1.238281,4.469136,1.1631476093712116,1.1079203908160722,0.05522721855513946,0.6287413722767143,1.1346375025595103
1.246094,2.791824,1.1759085925448713,1.1181554729778445,0.05775311956702689,0.634257470182568,1.1438179079791309
1.242188,2.029664,1.186105424461045,1.1273430675720781,0.058762356888966805,0.6292240886739868,1.152245357617758
1.213728,2.398368,1.190355051467038,1.133741951455628,0.05661310001141007,0.5923389124965743,1.152630550659422
1.122768,4.144,1.179957043549032,1.1329290661626183,0.04702797738641373,0.49289062312685905,1.1536936995761966
1.212612,4.046336,1.184980883003027,1.1388315057061282,0.04614937729689883,0.5697311404047781,1.157607484188421
1.19029,3.285632,1.1857976702333306,1.1426432460241929,0.04315442420913773,0.5475324570979869,1.1601679703965155
1.136719,6.603296,1.178247105582049,1.1422044129853637,0.036042692596685244,0.49743927061952664,1.1603995170562673
1.164063,4.576656,1.176064935492503,1.1438235675790405,0.03224136791346255,0.5215031081230397,1.1631298471073357
1.117746,2.596272,1.1670927915705795,1.141891895906519,0.025200895664060585,0.47961132679117074,1.1641784075941484
1.176339,2.424352,1.1685152851751057,1.1444435332467768,0.02407175192832889,0.5309432262595144,1.1659083440106979
1.116071,2.122624,1.160446933609705,1.142341864117386,0.018105069492319048,0.4786437195177914,1.1678356561115923
1.066406,5.418224,1.1459790976697504,1.1367169852938759,0.009262112375874487,0.44016559094824664,1.1689252136554493
0.975446,9.41136,1.1197432364897888,1.1247709863832185,-0.005027749893429689,0.3799256081384458,1.1537573518143505
1.016183,5.298272,1.1038108924144368,1.1167274318363134,-0.01291653942187665,0.4183206935766048,1.14810798975511
0.998884,6.676208,1.0876682935814466,1.1079982887373274,-0.020329995155880853,0.4068012691343511,1.1377665818182754
1.106027,4.095616,1.0904927099535318,1.1078522673493774,-0.017359557395845604,0.49884979380224026,1.137214366558449
1.132813,3.909248,1.0970035238068345,1.1097012105086828,-0.012697686701848232,0.5189471156406752,1.1329728172308473
1.081473,5.201504,1.094614212451937,1.107610231952484,-0.012996019500547185,0.47927479990011584,1.1198312414516098
1.061384,7.2212,1.0895018720747158,1.1041860666226704,-0.014684194547954554,0.46431705162726145,1.1060770409788157
1.075893,4.436208,1.0874081994478364,1.10209028390988,-0.014682084462043665,0.4770121785350258,1.0979051412861323
1.145647,3.916416,1.0963680149174002,1.105316707323963,-0.008948692406562708,0.5341696870811468,1.095380516443693
1.083147,3.66912,1.0943340126224155,1.1036745067814473,-0.00934049415903182,0.48321143731996036,1.0916314438903354
1.131696,3.266032,1.1000820106805054,1.1057501729457846,-0.00566816226527922,0.5214048537944928,1.089876863633772
1.107701,2.495808,1.1012541628835046,1.1058946786535044,-0.004640515769999798,0.5016706566177951,1.0888642369864014
1.109933,2.261952,1.1025893685937347,1.1061938135680596,-0.003604444974324883,0.5035528987567892,1.0837670507279888
1.052455,2.36432,1.0948763888100832,1.1022131607111663,-0.007336771901083061,0.4558073890826993,1.0789466287122853
1.027344,4.897984,1.084486790531609,1.0966672969547835,-0.012180506423174586,0.43634206840963286,1.0715939564876984
0.988281,3.995152,1.069685899680592,1.08863868236554,-0.018952782684948044,0.40720914962956245,1.0627696602033252
1.010045,2.840768,1.0605103766528086,1.082816928116241,-0.02230655146343241,0.4300418707082956,1.0593652840670311
0.983259,1.849008,1.0486255494754535,1.0754422667742973,-0.02681671729884383,0.4091538791485949,1.0543937388347133
0.941406,3.271408,1.0321302341715375,1.0655136544206456,-0.03338342024910812,0.37823978263063135,1.048606792171015
0.886719,5.350912,1.009759275068224,1.0522696059450423,-0.042510330876818214,0.34189025305312337,1.0374682502620893
0.917969,4.99744,0.9956376942884972,1.0423214129120761,-0.046683718623578896,0.37863769384849233,1.037303930592825
0.960938,3.069136,0.9902992797825747,1.0362930119556262,-0.04599373217305147,0.4260905199995694,1.035768901249351
