NVDA Close,NVDA Volume,EMA 12,EMA 26,MACD,RSI,VWMA
3.901042,0.075228,3.6674303569127478,3.3983011753144954,0.2691291815982524,0.6993627278817607,3.447223066590025
3.796875,0.07512,3.6873449173877098,3.4278251623282365,0.2595197550594732,0.6476255115109912,3.478023659140028
3.671875,0.047088,3.684964930097293,3.4459029280817006,0.23906200201559225,0.5911140668722519,3.4996276290894635
3.432292,0.03012,3.6460921716207864,3.44489471118676,0.20119746043402653,0.500896496959231,3.5071037009698744
3.489583,0.017796,3.6220138375252806,3.4482049548025553,0.17380888272272532,0.5197713251185996,3.52247944762724
3.604167,0.059964,3.619268170213699,3.459757698891255,0.15951047132244422,0.5559418255191408,3.5350477851291258
3.458333,0.037032,3.5945089132577452,3.459652165640051,0.13485674761769406,0.5039197906557269,3.5486738129347843
3.369792,0.030888,3.5599370804488615,3.4529958570741215,0.10694122337473999,0.47486621574707816,3.5727574986503483
3.510417,0.033048,3.5523186065336523,3.457249275068631,0.09506933146502128,0.5220036104668062,3.599372201751016
3.661458,0.15114,3.569109282451552,3.472375847285769,0.09673343516578292,0.5669646146427008,3.6254359398804925
3.817708,0.065412,3.6073552389974672,3.4979560067460826,0.10939923225138459,0.6080384030603535,3.6643378947208958
3.78125,0.041172,3.634108279151703,3.5189407469871137,0.1151675321645893,0.5938837154069679,3.6935595075911154
3.770833,0.044892,3.6551428515899023,3.5375994323954756,0.11754341919442668,0.5896598956348383,3.7111265964195623
3.729167,0.136068,3.6665311821145328,3.5517896225884034,0.11474155952612941,0.5721322251255758,3.718208963640294
3.5625,0.064236,3.6505263848661436,3.552582983878151,0.09794340098799248,0.5071875318252906,3.6998676618894977
3.53125,0.05928,3.632176171809814,3.55100276285014,0.08117340895967384,0.4958228089896984,3.690029178205654
3.385417,0.058116,3.5942132223006116,3.5387371507871666,0.055476071513445024,0.4456389666664176,3.67358518295905
3.208333,0.114552,3.534847034254364,3.5142627692473765,0.0205842650069874,0.39355002330558275,3.625094873118685
3.114583,0.048612,3.4701910289844617,3.4846568604142374,-0.014465831429775644,0.36896215661812465,3.5979291263261297
3.088542,0.0456,3.4114757937560833,3.4553150189020716,-0.04383922514598826,0.36219303883413484,3.571046719049608
3.161458,0.023244,3.373011517793609,3.433547832316733,-0.06053631452312436,0.3956282641933265,3.542023611357299
3.25,0.03726,3.3540866689022844,3.419951696589568,-0.06586502768728364,0.4344016986197656,3.515812601445632
3.302083,0.02706,3.346086104455779,3.411220682027378,-0.06513457757159902,0.45649032709261655,3.5041446471303206
3.380208,0.030924,3.3513356268471974,3.408923446321646,-0.057587819474448576,0.48874390334266815,3.502663317937736
3.171875,0.054372,3.323726299639936,3.391364302149672,-0.06763800250973606,0.41757954530569047,3.4873969385899737
3.322917,0.117204,3.3236017920030227,3.3862941316200668,-0.06269233961704401,0.47703333384483204,3.4658581727349627
3.40625,0.147264,3.3363169009256346,3.3877723440926544,-0.051455443167019776,0.5069386142909647,3.4594692494542763
4.104167,0.24252,3.454447685398614,3.4408386149006063,0.013609070498007636,0.6747095249940122,3.5626628460754253
4.166667,0.105948,3.564019887644981,3.4946036804635243,0.0694162071814568,0.6850448769536599,3.603359254233762
4.833333,0.162528,3.7592988280072914,3.593768815244004,0.16553001276328727,0.7692599570159413,3.7208826874013075
4.645833,0.11262,3.8956887006215544,3.6716994955963003,0.2239892050252541,0.7116269567551076,3.7793445958510214
4.859375,0.254892,4.043948131295162,3.759675458885463,0.28427267240969867,0.7358953420033116,3.9251764245545764
5.03125,0.133944,4.1958407264805215,3.8538661656346878,0.3419745608458338,0.7538508866925413,4.003648872291074
5.614583,0.240216,4.414108768560441,3.9842896348469328,0.429819133713508,0.802842735168403,4.207610602494144
5.458333,0.135624,4.574758650320373,4.093478032265678,0.48128061805469446,0.7592514812720804,4.305700230198254
5.489583,0.127848,4.715500857963392,4.196893215060813,0.5186076429025794,0.7620343823661865,4.39454506623286
5.4375,0.06108,4.826577649045947,4.2887900139451975,0.5377876351007496,0.7465454649942829,4.449575657554135
5.098958,0.069684,4.868482318423494,4.348802457356665,0.5196798610668294,0.6535565997672744,4.535617983204526
5.0625,0.129468,4.898331192512187,4.4016689419969115,0.4966622505152758,0.644249935686138,4.596386236005842
5.333333,0.076512,4.9652545475103125,4.470681094441584,0.49457345306872824,0.6806326256008988,4.651028761662238
5.177083,0.095892,4.997843540201034,4.523007161519986,0.4748363786810481,0.6399684906136264,4.687030884431579
4.828125,0.04776,4.971732995554721,4.545608482888876,0.4261245126658446,0.5595630201201117,4.7124304975174445
4.90625,0.068424,4.9616586885463025,4.572322669341552,0.3893360192047508,0.5725124900299413,4.733727303662033
4.875,0.108024,4.948326582616102,4.594743212353288,0.3535833702628137,0.565352177822915,4.756649096170516
6.942708,0.488052,5.2551544929828555,4.768666529956748,0.4864879630261072,0.7701724528703349,5.150795799538131
7.0,0.167184,5.523592263293185,4.933950490700693,0.5896417725924925,0.7733593113413801,5.326697287118331
8.358073,0.238236,5.959666222786542,5.187589195093234,0.7720770276933075,0.8326110697959449,5.654435749246686
9.833333,0.5403,6.555614957742458,5.531718365827069,1.0238965919153893,0.8718150759354973,6.437326533855533
12.4375,0.603792,7.460520348859003,6.043257746136176,1.4172626027228272,0.9113050944766903,7.437675717135844
9.177083,0.391944,7.724606910573002,6.275392950126088,1.4492139604469143,0.6438616545956934,7.7077551358143825
8.802083,0.248904,7.8903724627925405,6.462555176042674,1.4278172867498666,0.6212778642280083,7.853745762962123
7.847656,0.187596,7.883800699285995,6.56515523707655,1.318645462209445,0.5667873903743635,8.036921263057854
8.322917,0.139404,7.951357053241996,6.695359812107917,1.2559972411340796,0.5862476796123954,8.143130223469159
8.317708,0.09132,8.007718737358612,6.815533751951775,1.1921849854068371,0.585937004837953,8.29830385903081
7.90625,0.13416,7.992108162380364,6.896327548103495,1.095780614276869,0.5606625253424684,8.381123758217983
7.963542,0.057648,7.987713368168,6.9753804704662,1.0123328977018007,0.5634859918135994,8.468721049041612
8.104167,0.077352,8.00562931152677,7.058994287468703,0.9466350240580663,0.5707775451204431,8.508337814574512
7.765625,0.0579,7.968705571291882,7.111337303211762,0.85736826808012,0.5470850175446157,8.557599195964832
7.255208,0.097236,7.858936714170055,7.121994391862743,0.7369423223073115,0.5125411832938152,8.640777893438907
6.713542,0.098328,7.6827221427592765,7.09173865913217,0.5909834836271068,0.47804466054376193,8.65691158620175
6.270833,0.11736,7.465508428488619,7.030930832529787,0.4345775959588316,0.45130893680612594,8.670458309115753
6.234375,0.09048,7.276103285644215,6.97192669678684,0.3041765888573753,0.44908148765395567,8.661239962288356
7.040365,0.240744,7.239835857083566,6.976996200728555,0.26283965635501083,0.507010130817032,8.629322903438823
6.489583,0.082488,7.1244123406091715,6.940891519193107,0.18352082141606463,0.47059451802083274,8.684510973721263
6.25,0.128448,6.989887365130837,6.889714369623247,0.10017299550758985,0.4552763434938222,8.826269694088673
7.640625,0.1599,7.0900008474184,6.945337379280785,0.14466346813761533,0.5473722000077099,8.856859693388733
7.994792,0.101148,7.229199486277108,7.023074758593319,0.20612472768378876,0.5674308694722882,8.865534570676372
8.546875,0.079644,7.43191879608063,7.13594885054937,0.29596994553126077,0.5973834012855426,8.69343289994463
7.791667,0.09882,7.4872646736066875,7.18452056532349,0.3027441082831972,0.5420873431906948,7.81692990358636
