INTC Close,INTC Volume,EMA 12,EMA 26,MACD,RSI,VWMA
43.5,0.577102,41.33794251500896,40.33095646916017,1.006986045848791,0.641048392577891,39.52659038686237
41.46875,0.510196,41.358066743469124,40.415237471444605,0.9428292720245182,0.5441050232715625,39.67003562727861
41.8125,0.52389,41.42797955216618,40.51873839948575,0.9092411526804298,0.5563328309274397,39.849528523614076
39.375,0.551712,41.11213654414061,40.434017036560874,0.678119507579737,0.46175632855423243,39.98304010939035
41.0,0.410964,41.09488476811898,40.47594170051933,0.6189430675996519,0.5203038141936642,40.25547135708042
42.875,0.536198,41.36874864994683,40.65364972270308,0.7150989272437513,0.5774213494683629,40.713224160015514
44.84375,1.054818,41.903364242262704,40.96402752102137,0.9393367212413324,0.6275661921463412,41.41476982428998
45.625,0.973266,42.47592358960691,41.309284741686454,1.1666388479204528,0.6455411817960915,42.09039876502268
45.53125,0.761042,42.94597380659046,41.62202290896894,1.323950897621522,0.6415398083011583,42.60794110707316
51.53125,1.844052,44.266785528653465,42.35603973052679,1.9107457981266762,0.748839960524373,44.28438840291689
51.0625,1.021006,45.31228006270678,43.000962713450726,2.3113173492560577,0.7304440588280083,45.127818207179175
50.03125,0.45568,46.03827543767497,43.521724734676596,2.516550702998373,0.6902688880254723,45.48314549156061
47.8125,0.70002,46.31123306264805,43.83955993951536,2.471673123132689,0.612245394845603,45.75083607077778
48.96875,0.555582,46.72008182224066,44.21949994399571,2.500581878244951,0.6353756697335894,46.00086695905906
49.40625,0.748326,47.133338464972866,44.60370365184788,2.5296348131249857,0.6440283418372955,46.28920357029633
50.78125,0.513826,47.69455562420781,45.06129967763693,2.633255946570877,0.6704936928216501,46.56211631054758
48.25,0.493062,47.780008605098914,45.29749970151568,2.4825089035832306,0.5843623031589187,46.72170407262959
49.0625,0.61482,47.977314973545234,45.57638861251452,2.400926361030713,0.602034291708153,46.889955460797665
47.0,0.539228,47.82695882376905,45.681841307883815,2.1451175158852323,0.5393451219803279,46.94998926429446
