CACC Close,CACC Volume,EMA 12,EMA 26,MACD,RSI,VWMA
3.75,0.000202,3.5878653790219732,3.709450525201057,-0.12158514617908356,0.5076310577095466,3.4486038291288836
3.71875,0.000348,3.6080014745570543,3.7101393751861633,-0.10213790062910899,0.49858061073747334,3.443095264686174
3.875,0.000133,3.649078170779046,3.722351273320522,-0.07327310254147612,0.542501046070648,3.445980306042254
3.9375,0.005082,3.693450759889962,3.73828821603752,-0.044837456147558186,0.559135749805042,3.554729676478701
3.875,0.000121,3.7213814122145834,3.748415014849556,-0.027033602634972453,0.5380666620063976,3.568772322355579
3.8125,0.000171,3.735399656489263,3.7531620507866257,-0.017762394297362594,0.5170833652824075,3.5728057519485503
3.8125,0.000401,3.7472612477986074,3.7575574544320607,-0.01029620663345332,0.5170833652824074,3.6031389807997023
3.625,0.000897,3.72845182506036,3.7477383837333895,-0.019286558673029308,0.4553057181639591,3.6073388381110645
3.75,0.000365,3.731766928897228,3.7479059108642496,-0.01613898196702168,0.4983362707843242,3.6151228630017047
4.125,0.000453,3.7922643244515006,3.7758388063557864,0.016425518095714242,0.6003408756833643,3.664398136079248
4.0,0.001642,3.82422365915127,3.7924433392183206,0.031780319932949386,0.5595021428058601,3.702468922651934
4.3125,0.000278,3.8993430962049205,3.8309660548317783,0.06837704137314216,0.6276895613534418,3.724962903225807
4.25,4.1e-05,3.953290312173394,3.8620056063257207,0.09128470584767356,0.6074371618510134,3.7412785676322087
4.875,0.000316,4.095091802608257,3.937042228079371,0.15804957452888635,0.708666550484918,3.794616660969635
5.5,0.003743,4.31123152528391,4.052816877851269,0.258414647432641,0.7719867411865433,4.1189138061708475
4.625,0.000452,4.359503598317154,4.095200812825249,0.2643027854919051,0.5814505869020101,4.212991718426501
4.90625,0.000291,4.4436184293452845,4.155278530393749,0.2883398989515351,0.6143948320588165,4.258414983310314
4.71875,0.003295,4.485946363292164,4.19701715777199,0.28892920552017376,0.5815323668172123,4.344118227086724
4.625,0.000591,4.507339230477984,4.22871959052962,0.2786196399483645,0.565252539438207,4.4242426210767
4.5,0.000348,4.506210118096756,4.248814435675574,0.2573956824211816,0.5434088481766801,4.441836202399583
4.8125,0.001098,4.553331638389563,4.290568921921828,0.2627627164677344,0.5864367473145804,4.469083275191868
4.875,0.000575,4.602819078637323,4.333860112890582,0.26895896574674083,0.5946639567597813,4.493452175627064
4.8125,0.002174,4.635077681923889,4.3693149193431315,0.26576276258075726,0.5821912427875812,4.528191322647086
4.6875,0.000886,4.643142653935598,4.392884184576974,0.2502584693586245,0.5570271992510232,4.701476182600067
5.125,0.000604,4.717274553330122,4.44711498571942,0.27015956761070203,0.6190848994137219,4.7205842865581875
4.875,0.000881,4.74154000666395,4.478810171962426,0.2627298347015241,0.5699487566065647,4.735654518648804
4.671875,0.000257,4.730822313331035,4.4931112703355796,0.2377110429954552,0.5329373921647945,4.754093754886121
4.6875,0.000305,4.724157342049336,4.507510435495907,0.21664690655342955,0.5354365040366788,4.8074675652057
4.53125,0.000397,4.694479289426361,4.509268921755469,0.1852103676708925,0.5062640877312495,4.8223017998067315
4.625,0.0002,4.683790167976152,4.517841594218027,0.16594857375812566,0.5230547896469607,4.8373457399042135
4.5625,0.000847,4.665130142133667,4.52114962427595,0.1439805178577167,0.510588461483211,4.9023168624495135
4.59375,0.000135,4.654148581805411,4.526527429885139,0.12762115192027235,0.5167897536665079,4.909331806320258
4.71875,0.000181,4.664087261527656,4.540766138782536,0.12332112274511964,0.5417994419375628,4.908907210116067
4.71875,0.000579,4.672496913600324,4.553950128502349,0.11854678509797534,0.5417994419375628,4.903335914288918
4.625,0.00032,4.665189696123351,4.559213081946619,0.10597661417673176,0.5184585825611958,4.742238441662042
4.5625,0.001622,4.649391281335143,4.55945655735798,0.08993472397716307,0.5029040541078845,4.726933425830874
4.6875,0.000259,4.6552541611297364,4.568941256812945,0.08631290431679162,0.5330760220353699,4.722921957374309
4.75,0.000115,4.669830444032854,4.582353015567541,0.08747742846531281,0.5478533997292735,4.724284538144496
4.875,0.0002,4.701394991104722,4.604030569969946,0.09736442113477661,0.5767074323701328,4.731696726612701
5.5,0.000604,4.8242573001655344,4.670398675898098,0.15385862426743646,0.6849617493100143,4.7762008231881685
4.5625,0.000385,4.783986946293913,4.662406181387127,0.12158076490678571,0.48471450783175085,4.765604665538781
4.75,0.000895,4.778758185325619,4.668894612395489,0.10986357293012983,0.5152386116606961,4.759115682508863
4.4375,0.00062,4.726256926044754,4.651754270736563,0.07450265530819067,0.4657215594330503,4.728464766323359
4.625,0.000658,4.710678937422484,4.649772472904226,0.06090646451825865,0.49695969455854877,4.725306476053259
4.6875,0.000201,4.7071129470497945,4.65256710454095,0.05454584250884498,0.5073007013231984,4.6995312985198225
4.5625,0.0006,4.684864801349826,4.645895467167546,0.03896933418227988,0.4857914836564394,4.674285381130064
4.75,7.8e-05,4.69488560114216,4.653606914044024,0.04127868709813587,0.5187527121042499,4.674994565808065
4.75,0.000235,4.703364739427982,4.660747142633356,0.04261759679462518,0.5187527121042499,4.676507228123974
4.625,9.7e-05,4.691308625669831,4.658099206141997,0.03320941952783407,0.4942567317599223,4.682471549088438
4.828125,0.000352,4.712357298643703,4.670693709390738,0.04166358925296443,0.5328596284965097,4.6894585606144945
4.625,0.000315,4.698917714236979,4.667308990176609,0.0316087240603693,0.4923853091060135,4.699780351437699
5.03125,0.00048,4.75004575820052,4.694267583496861,0.055778174703659644,0.5637547263512612,4.719496077762619
5.0,0.001158,4.788500256938901,4.71691442916376,0.07158582777514155,0.5572641922369374,4.752746725672773
4.0,0.000987,4.667192525102147,4.663809656633111,0.0033828684690355715,0.39896995761595755,4.681704891464492
4.875,8.1e-05,4.699162905855662,4.6794533857713985,0.01970952008426341,0.5258774602954922,4.685104858177429
4.875,0.00017,4.726214766493252,4.6939383201587015,0.03227644633455018,0.5258774602954922,4.7123306831566545
5.25,0.000317,4.806797110109675,4.73512807422102,0.0716690358886547,0.5709105303591582,4.733022344408049
5.0,4.9e-05,4.836520631631263,4.754748216871315,0.08177241475994812,0.5344642636084609,4.73433447300165
4.5,0.000667,4.784748226764915,4.735877978584551,0.04887024818036423,0.46985908865571946,4.713724997206392
4.5,0.000202,4.7409408072626205,4.718405535726435,0.022535271536185064,0.4698590886557195,4.653109278109278
4.625,0.000591,4.7231037599914485,4.711486607154107,0.011617152837341216,0.48781010396653507,4.655196789672113
5.0625,0.000302,4.77531856614661,4.737487599216766,0.03783096692984422,0.5457816757364462,4.659872855392158
5.4375,0.000425,4.877192632893285,4.789340369645154,0.08785226324813156,0.5887481597680847,4.718675455116133
5.4375,0.000759,4.963393766294319,4.8373521941158835,0.12604157217843515,0.5887481597680847,4.793957661790231
5.375,0.001272,5.026717802249038,4.877177957514706,0.14953984473433213,0.5781764870814228,4.877188902265513
5.40625,0.00039,5.085107371133802,4.916368479180283,0.16873889195351843,0.5822159229461521,4.921453175758933
5.4375,0.000726,5.139321621728602,4.954970814055818,0.184350807672784,0.5864804479492358,4.961977806788511
5.5625,0.000543,5.204425987616509,4.9999729759776095,0.20445301163889962,0.603897361311188,5.000012647981383
5.34375,0.000435,5.225860451060123,5.025437940720009,0.2004225103401147,0.5594866619465008,5.018200885431954
5.4375,0.000117,5.258420381666259,5.05596105622223,0.20245932544402834,0.5739475655021309,5.029813614059683
5.25,0.000353,5.257124938332987,5.070334311316881,0.18679062701610682,0.5360463295353098,5.050288682162809
