MDT Close,MDT Volume,EMA 12,EMA 26,MACD,RSI,VWMA
34.25,0.092669,36.00686024756617,36.285923476877606,-0.2790632293114328,0.41610670659027604,35.52281527089279
34.5,0.051093,35.775035594094454,36.15363284896075,-0.3785972548662926,0.4278239805419233,35.3225010734839
36.625,0.058412,35.90579934884915,36.188548934222915,-0.2827495853737645,0.5166185984243736,35.318592726668534
38.0,0.061305,36.22798406441082,36.32273049465085,-0.09474643024002916,0.5637902229674875,35.47573909666664
42.25,0.115376,37.15444805450146,36.76178749504708,0.3926605594543773,0.6707438853981886,36.3270717730762
41.9375,0.069667,37.890302199962775,37.14517360652508,0.7451285934376983,0.6579691598574464,36.75968705787808
42.125,0.044137,38.54179416919927,37.51404963567137,1.0277445335279012,0.6621271559538252,37.07923031124361
42.0625,0.032433,39.08344122009169,37.8509718848809,1.2324693352107943,0.6592502046428168,37.32839134483445
43.5,0.050293,39.76291180161605,38.26941841192676,1.4934933896892915,0.6923593074054409,37.697858332001985
43.875,0.057596,40.39554075521358,38.684646677709964,1.7108940775036174,0.7005339266607563,38.19672623693852
44.375,0.059478,41.007765254411495,39.10615433121293,1.901610923198568,0.7115400090378482,38.87508262050344
44.9375,0.042881,41.612339830655884,39.53810586223419,2.0742339684216944,0.7238367011347658,39.43432524295851
44.0,0.060832,41.97967216440114,39.86861653910573,2.111055625295407,0.6723900154323814,39.99042500972866
43.5625,0.061052,42.22318413910866,40.14223753620901,2.080946602899651,0.6492007351637314,40.39250611578473
43.0625,0.057498,42.35230965616886,40.35855327426761,1.9937563819012567,0.6227664335717334,40.664865098473946
44.5625,0.037428,42.692338939835196,40.66995673543297,2.022382204402227,0.6666226236198827,40.87754924328399
46.125,0.065893,43.22044064139901,41.074034014289786,2.146406627109222,0.7050845902432459,41.28245030564538
46.4375,0.045397,43.71537285041454,41.47132779100907,2.2440450594054724,0.7122352744347675,41.59211069136735
44.8125,0.039812,43.884161642658455,41.7188220287121,2.165339613946358,0.6270887079642257,41.76818045277349
45.75,0.037171,44.17121369763408,42.01742780436305,2.153785893271028,0.6528718637044011,41.93055329031421
46.375,0.029607,44.510257744151914,42.340210929965785,2.1700468141861293,0.6692881068279806,42.713332624811926
45.0,0.03099,44.58560270659008,42.53723234256091,2.048370364029168,0.601853600022669,43.177275792663664
45.75,0.032759,44.764740751730066,42.775215132000845,1.9895256197292213,0.6241012047708255,43.62997949796675
48.0625,0.057171,45.272088328386985,43.166865862963746,2.105222465423239,0.6829312370444115,44.21253367491638
49.25,0.043737,45.884074739404376,43.617468391633096,2.2666063477712797,0.7081874739785075,44.67993061280643
49.625,0.033286,46.45960170257293,44.0624707329936,2.3971309695793295,0.7158839735552973,45.0667467597512
48.875,0.036854,46.83120144063864,44.41895438240148,2.4122470582371562,0.6774025754574348,45.36295232895694
48.0,0.020888,47.01101660361731,44.68421702074211,2.3267995828751964,0.634547356853117,45.54296796495314
46.0,0.061633,46.85547558767619,44.78168242661306,2.0737931610631293,0.5490461324539956,45.68652120480766
46.375,0.046253,46.78155626649524,44.89970595056764,1.8818503159275934,0.5609906341267921,45.83772880071506
45.4375,0.04631,46.57477837934212,44.93954254682189,1.6352358325202303,0.5236483923712898,45.91487729758906
44.25,0.047687,46.21712016713564,44.88846532113138,1.3286548460042624,0.4800584845448604,45.872869170127935
46.5625,0.056534,46.27025552603785,45.01246788993646,1.2577876361013907,0.5573360054558418,46.045081844902924
47.6875,0.055792,46.48829313741664,45.21061841660783,1.277674720808811,0.5893148760748083,46.3206005721083
49.1875,0.04152,46.903555731660234,45.505202237599846,1.3983534940603874,0.6279122466307323,46.67407946261893
48.5,0.031489,47.14916254217404,45.72703910888875,1.422123433285293,0.6000753595128366,46.83268924920683
49.5,0.063091,47.51082984337803,46.0065176934155,1.50431214996253,0.626044278859581,47.083178561063704
47.4375,0.030174,47.499548329012185,46.11251638279213,1.3870319462200555,0.5471317005340385,47.13064552635513
48.0,0.056925,47.576540893779544,46.25232998406679,1.324210909712754,0.5632990408825816,47.295528413564355
48.4375,0.032878,47.708996140890385,46.41419442969147,1.2948017111989145,0.5759783305914367,47.406558125033605
49.125,0.023974,47.926842888445705,46.61499484230691,1.3118480461387918,0.5958368480802779,47.490962724058605
49.0,0.032214,48.091943982530985,46.791661891024916,1.3002820915060695,0.5904225309718695,47.63876775646199
51.375,0.031256,48.597029523680064,47.13116841761566,1.465861106064402,0.6546366916990668,47.84903133996182
