IDXX Close,IDXX Volume,EMA 12,EMA 26,MACD,RSI,VWMA
4.015625,0.0122,4.158766192313248,4.25359079430889,-0.0948246019956418,0.39284078771686143,4.219493950427797
3.65625,0.04204,4.081456008880441,4.209343328063786,-0.12788731918334584,0.29756760235798707,4.14804504910952
3.765625,0.035652,4.032866622898834,4.176475303762765,-0.14360868086393097,0.34929196735710916,4.102624814618057
3.75,0.028652,3.9893486809143983,4.144884540521079,-0.15553585960668048,0.34537929416508,4.069584967320261
3.953125,0.02336,3.983775806927568,4.13068013011211,-0.14690432318454238,0.4341225573749455,4.048656435096621
4.09375,0.006204,4.000694913554096,4.127944564918621,-0.12724965136452493,0.4860666644629045,4.042503288158016
4.4375,0.025008,4.067895696084235,4.150874597146871,-0.08297890106263583,0.586086910489394,4.061806553028082
4.375,0.015696,4.115142512071276,4.167476478839695,-0.05233396676841906,0.5645728152677175,4.070286208289762
4.4375,0.011524,4.164735971752618,4.187478221147865,-0.022742249395246716,0.5811314124059421,4.074910955150902
4.421875,0.010196,4.204295822252215,4.204840945507282,-0.0005451232550672813,0.5752418481343438,4.071586860507041
4.28125,0.036716,4.2161349265211046,4.210500875469705,0.005634051051399247,0.5237908381197312,4.078718731556726
4.21875,0.021068,4.216537245517857,4.2111119217312085,0.005425323786648839,0.5022878758754598,4.0773539846558835
4.125,0.012704,4.202454592361264,4.2047332608622305,-0.002278668500966141,0.47104987518640745,4.069484646989102
4.09375,0.004616,4.18573080892107,4.196512278576139,-0.010781469655069209,0.46076327593474165,4.054146141408065
4.015625,0.007584,4.159560684471675,4.183113220903833,-0.023552536432157822,0.4351776413060985,4.045195704275511
3.78125,0.054728,4.101359040706802,4.153345574910956,-0.05198653420415411,0.36898199211488536,4.011766576905973
3.984375,0.021324,4.083361495982679,4.140829236028663,-0.05746774004598443,0.44743079586260387,4.003089391827733
3.90625,0.007404,4.056113573523805,4.123452996322836,-0.06733942279903093,0.4255191491734922,4.000098174058295
4.0,0.007236,4.047480716058605,4.1143083299285514,-0.06682761386994684,0.459712376431101,4.000420883500215
3.765625,0.019092,4.0041182982034345,4.088479935119029,-0.0843616369155944,0.3962194910556904,3.988778647358339
4.0625,0.01814,4.013100098479829,4.0865554954805825,-0.07345539700075321,0.4919392391716961,3.9912478847959623
4.109375,0.01836,4.027911621790625,4.088245829148687,-0.060334207358062386,0.5052756235723102,4.033432269820175
4.375,0.019604,4.081309833822837,4.109486878841377,-0.028177045018540348,0.5735832312699216,4.0774280841025305
4.421875,0.019712,4.133704474773169,4.132626739667941,0.001077735105227795,0.5844862848395316,4.122313691447667
4.484375,0.014404,4.1876537863465275,4.158682166359204,0.028971619987323116,0.5992013941701911,4.148407790618241
4.71875,0.013744,4.26936089613937,4.200168672554819,0.06919222358455102,0.64935091530839,4.171196288246112
4.484375,0.007096,4.302439989041005,4.221220993106313,0.08121899593469184,0.5722419362250443,4.158181379565213
4.5,0.01322,4.332833836880851,4.241871289913253,0.09096254696759765,0.5758579514473516,4.161477537285211
4.492188,0.00762,4.357349861976105,4.260413268438197,0.09693659353790807,0.5732487832381664,4.159502246359484
4.578125,0.009124,4.391315267825935,4.283947470776108,0.10736779704982702,0.5949886340258694,4.162933656055847
4.53125,0.019328,4.4128436881604065,4.302266176644545,0.11057751151586181,0.5777011883954754,4.1717114010401515
5.0625,0.0117,4.512790813058806,4.358579793189393,0.15421101986941288,0.6882531733605414,4.202458018386907
5.15625,0.01514,4.6117845341266825,4.4176664751753645,0.19411805895131806,0.7030278966906517,4.252346875436645
4.96875,0.014348,4.666702298107193,4.458487477014226,0.20821482109296685,0.6379112189217694,4.286874184905991
5.09375,0.008452,4.73240194455224,4.505543960198358,0.2268579843538827,0.6604883025978536,4.314633829805864
5.75,0.017568,4.888955491544204,4.597725889072553,0.29122960247165075,0.7489803856847241,4.507147852775497
6.078125,0.019124,5.07190464669125,4.707385082474587,0.3645195642166632,0.7798744357784781,4.654040238645441
7.046875,0.073876,5.375746239507981,4.880680631920914,0.4950656075870672,0.8417857336408251,5.179598054876502
7.140625,0.043284,5.647266048814446,5.048083918445291,0.5991821303691554,0.8462912267208618,5.423546552322059
7.390625,0.041448,5.915475118227608,5.221605480041935,0.6938696381856726,0.8579113191653709,5.702813120071455
7.28125,0.024908,6.125594330807976,5.37417174077957,0.7514225900284064,0.8284049118934527,5.870436732660292
7.171875,0.013584,6.286560587606749,5.507334945166268,0.7792256424404806,0.7988175518344103,5.993230239979964
7.25,0.008308,6.434782035667249,5.636421245524322,0.7983607901429268,0.8041970218640707,6.099710812095315
7.09375,0.037612,6.536161722487672,5.744371523633632,0.7917901988540406,0.7604036604368066,6.269953248366709
6.921875,0.020912,6.595502226720338,5.831594003364474,0.7639082233558643,0.7143230868638968,6.363561314950665
7.0,0.016288,6.657732653378748,5.918142595707846,0.7395900576709016,0.72255337658905,6.4415217821913275
7.125,0.012816,6.729619937474325,6.007539440470228,0.7220804970040975,0.7356748651927509,6.49435472766295
6.984375,0.02014,6.768813024016737,6.079897630065026,0.688915393951711,0.6958064198237468,6.577541232517563
6.625,0.008552,6.746687943398777,6.120275583393542,0.6264123600052356,0.6054983868004669,6.614874132898982
6.390625,0.01654,6.691909029029734,6.140301466105131,0.5516075629246027,0.5549145070098646,6.64838005825269
6.671875,0.013328,6.688826870717467,6.179677283430677,0.5091495872867897,0.5982839874103576,6.742534874454249
7.046875,0.0107,6.743911198299395,6.2439141513247005,0.4999970469746948,0.6475912490514182,6.794975659605244
6.453125,0.007028,6.699174860099489,6.259411251226575,0.439763608872914,0.5355135421427661,6.847230659536955
6.59375,0.011156,6.682955650853414,6.28417708446905,0.3987785663843635,0.5551505329191404,6.903911227985264
6.765625,0.007968,6.6956740122605805,6.319839893026899,0.3758341192336818,0.5785999126701533,6.937306387307711
6.765625,0.009844,6.706435702682029,6.352861012061943,0.3535746906200856,0.5785999126701533,6.983228362113573
6.765625,0.004292,6.715541748423256,6.383436122279577,0.33210562614367856,0.5785999126701533,7.02390370705244
6.71875,0.00794,6.7160353255889085,6.408274187295905,0.3077611382930039,0.5683940336604711,7.011665560169673
6.695313,0.01518,6.712847275498307,6.429536321570282,0.28331095392802474,0.5630463998519947,6.97801035294804
6.546875,0.010052,6.687313079267798,6.4382280755280386,0.24908500373975961,0.5290938334564967,6.900666029846868
6.375,0.007812,6.639264913226598,6.433544514377814,0.20572039884878457,0.49209170028823385,6.848422291849324
5.5,0.005744,6.4639933881148135,6.364393068868346,0.09960031924646717,0.35570680812059036,6.800291674622937
5.828125,0.014148,6.3661674822509955,6.324669508211431,0.041497974039564234,0.42056178513902637,6.732513122703952
5.734375,0.004144,6.268968638827765,6.280943989084658,-0.011975350256893336,0.407927254047198,6.6535977689416885
5.5,0.005032,6.150665771315801,6.223096286189499,-0.07243051487369812,0.3774020700111499,6.598902519070069
5.546875,0.009504,6.057774883421063,6.173005820545832,-0.11523093712476928,0.38727745663357566,6.517030761390649
5.921875,0.002588,6.036867209048592,6.1544035375424375,-0.11753632849384577,0.46094171644634874,6.468348516578678
5.734375,0.002828,5.990329946118039,6.123290312539294,-0.13296036642125486,0.4329163290256921,6.396846908131667
5.484375,0.00336,5.91249072363834,6.075963252351198,-0.163472528712858,0.39815611657909145,6.367193086034472
5.328125,0.004184,5.8225883046170575,6.020567826251109,-0.19797952163405164,0.3777416503474862,6.337001385814119
5.4375,0.00944,5.763343950060587,5.977377616899175,-0.2140336668385876,0.4008978989414318,6.252300523982632
5.5625,0.013548,5.732444880820497,5.94664594157331,-0.21420106075281353,0.4271356089883766,6.137741596744378
5.921875,0.015712,5.761587976078882,5.944811057012324,-0.18322308093344208,0.49553866472686847,6.103644156837472
6.34375,0.02034,5.851151364374439,5.974362089826227,-0.1232107254517878,0.5617015216782382,6.100282024300357
6.203125,0.013424,5.9053011544706795,5.991307490579839,-0.08600633610915942,0.5364449191367141,6.078391803858951
6.15625,0.010908,5.943908669167499,6.003525454240592,-0.05961678507309287,0.5279236578429493,6.045558823620824
6.4375,0.012048,6.019845796987884,6.0356717168894365,-0.015825919901552687,0.5718670274884213,6.054240413438617
6.21875,0.00614,6.050446443605132,6.049233071193923,0.0012133724112093347,0.530504205168771,6.031321057398891
6.234375,0.014764,6.078743144588959,6.062947288142521,0.015795856446437995,0.5331019340937954,5.993191026814561
6.3125,0.005828,6.114705737729119,6.081432674206038,0.03327306352308135,0.5466098664184513,5.972779014413542
6.34375,0.003932,6.149943316540024,6.100863587227813,0.049079729312210496,0.5521907699646652,5.963300744302314
6.5625,0.013512,6.213413575533867,6.135058877062789,0.07835469847107746,0.5902158655943458,6.021329375782159
7.03125,0.024416,6.339234563913272,6.201443404687768,0.1377911592255039,0.6573580814184873,6.161331407294584
6.640625,0.0042,6.385602323311231,6.233975374710896,0.15162694860033454,0.5730893755549524,6.180657855069796
6.328125,0.007268,6.376759658186426,6.240949421028607,0.13581023715781892,0.51609066961176,6.20337570221881
6.375,0.003304,6.376488941542361,6.250879093545007,0.12560984799735397,0.5237424145853883,6.238873185080106
6.46875,0.0059,6.390682950535844,6.26701767920834,0.12366527132750349,0.5394282783761384,6.250032362501024
6.75,0.002816,6.445962496607252,6.30279414741513,0.14316834919212162,0.5837232683614973,6.264727446114723
6.71875,0.00418,6.487929804821521,6.333605692051046,0.15432411277047464,0.5770822114847398,6.287803654576645
6.453125,0.00546,6.482575219464364,6.34245897412134,0.14011624534302403,0.5226512737407151,6.312750139494776
6.734375,0.006776,6.521313647239078,6.371489790853093,0.14982385638598483,0.5690053831962989,6.3699257877578725
6.6875,0.004724,6.546880778433066,6.394897954493604,0.15198282393946183,0.5592577778030549,6.436928702626419
6.84375,0.006604,6.592552966366441,6.428146254160745,0.1644067122056958,0.5847913393610061,6.497985275625339
6.90625,0.0045,6.640814048463911,6.463561346445134,0.17725270201877663,0.5949009093381751,6.528938685409199
6.6875,0.006016,6.647996502546387,6.480149394856606,0.16784710768978073,0.544893892569474,6.563692545793758
6.484375,0.013604,6.622823963693096,6.4804624026450055,0.14236156104809083,0.5026420967396784,6.58526639186625
6.5,0.006416,6.603927969278773,6.481909632078709,0.12201833720006405,0.505816505140606,6.593468176376694
6.3125,0.00792,6.559092897082039,6.46936077044325,0.08973212663878893,0.46727470641848495,6.593964440646772
6.3125,0.009096,6.521155528300186,6.45774145411412,0.06341407418606604,0.46727470641848484,6.612731016849638
6.375,0.004008,6.49867006240785,6.451612457513074,0.04705760489477573,0.48251812029931024,6.618240242098277
6.25,0.003748,6.460413129729719,6.436678201400995,0.02373492832872426,0.4545067751636848,6.616157643907301
6.0625,0.00554,6.399195725155916,6.408961297593514,-0.00976557243759757,0.4155387982563922,6.598997864406284
6.1875,0.004572,6.366627152055006,6.3925567570310315,-0.025929604976025367,0.44942900736179275,6.492396722730858
6.203125,0.005396,6.341472974815774,6.378524775028732,-0.037051800212958064,0.4536933271275421,6.47386888194963
6.125,0.01314,6.308169440228732,6.359745162063641,-0.05157572183490888,0.4355294461412481,6.445378172486261
6.34375,0.010236,6.313643372501234,6.358560335244112,-0.04491696274287804,0.49633343772302263,6.439195821724888
6.0,0.009612,6.265390545962583,6.332000310411216,-0.06660976444863298,0.41980576212700166,6.406479321097913
6.40625,0.009524,6.287061231199108,6.337500287417792,-0.05043905621868383,0.5149837699448565,6.399606672479302
6.515625,0.013268,6.322224887937708,6.35069471057203,-0.02846982263432274,0.5370053534136733,6.400973961108152
6.203125,0.004712,6.3039018282549835,6.339763620900028,-0.03586179264504441,0.47117965959971253,6.392828638261986
6.125,0.021876,6.27637847006191,6.323855204537063,-0.047476734475153215,0.4561265281673703,6.343146320633146
5.625,0.015164,6.176166397744693,6.2720881523491325,-0.09592175460443997,0.37381483902477647,6.271602711029311
