WFC Close,WFC Volume,EMA 12,EMA 26,MACD,RSI,VWMA
19.5625,0.09037,20.45848739770403,21.128978331612263,-0.6704909339082334,0.3349113761502637,20.92151079888399
18.59375,0.152372,20.17160472113418,20.941183640381723,-0.7695789192475431,0.27907118088689886,20.602050626173735
18.40625,0.082282,19.900011687113537,20.753410778131226,-0.853399091017689,0.2696983755132206,20.3761198713942
19.21875,0.083268,19.795202196788377,20.639732201973356,-0.8445300051849784,0.36865170309056694,20.20573241321625
19.5625,0.077112,19.759401858820933,20.559937224049403,-0.8005353652284697,0.40536175471493674,20.06074861962283
18.9375,0.089532,19.63295541900233,20.439756688934633,-0.8068012699323042,0.3639280723023735,19.88831049357519
18.625,0.061708,19.477885354540433,20.305330267532067,-0.8274449129916341,0.34494297803806523,19.762085455178138
19.15625,0.0703,19.428402992303443,20.22021321067784,-0.7918102183743976,0.4020507397228701,19.660871395957347
20.21875,0.11077,19.549994839641375,20.220104824701707,-0.670109985060332,0.49657906853100775,19.628562219601854
20.84375,0.114974,19.749034095081164,20.26630076361269,-0.5172666685315264,0.5424053240041298,19.708716619974247
19.4375,0.12744,19.701105772760986,20.20490811445619,-0.5038023416952058,0.4443861904870228,19.663429442387258
18.375,0.171406,19.497089500028526,20.069359365237215,-0.572269865208689,0.38741967282851447,19.499156019172194
18.1875,0.149652,19.29561419233183,19.92996237521964,-0.6343481828878126,0.3782057564004875,19.35171145209803
18.3125,0.140166,19.14436585505001,19.810150347425594,-0.6657844923755825,0.38864453819800127,19.242335122799012
17.9375,0.0954,18.958694185042315,19.67143550687555,-0.712741321833235,0.36864947940399095,19.12840909655474
18.8125,0.10701,18.936202771958882,19.6078106545144,-0.6716078825555165,0.44092653697447787,19.074695251722673
19.0,0.145872,18.946017730119053,19.562787643068887,-0.6167699129498345,0.4553162535303216,19.03065384593841
19.5,0.10255,19.0312457716392,19.558136706545266,-0.5268909349060671,0.4928058698121656,19.027207412694676
