VZ Close,VZ Volume,EMA 12,EMA 26,MACD,RSI,VWMA
53.903156,0.046637,56.08704725158388,56.79194562962541,-0.704898378041527,0.3655376270134299,57.049394157256835
52.160721,0.050058,55.48299705903251,56.44889195335686,-0.9658948943243502,0.31490765717536295,56.68361999467221
53.903156,0.063685,55.23994458841213,56.260318919774875,-1.0203743313627456,0.4038334718772042,56.413548188047315
53.284874,0.047056,54.939164497887184,56.03991559238414,-1.1007510944969567,0.3847493854632473,56.19779129071012
52.891418,0.050438,54.62412657513531,55.80669354850384,-1.1825669733685302,0.3726796165728628,55.94241179521114
52.610382,0.044878,54.31431971742218,55.56992973009614,-1.2556100126739622,0.36389846034147216,55.74265671027706
52.118565,0.036944,53.97651129935723,55.31427308342235,-1.3377617840651226,0.3484262215465798,55.46804892765067
50.362076,0.042881,53.420444330225344,54.94744366983551,-1.526999339610164,0.299455954137342,55.1060624564105
49.96862,0.037837,52.8893944332676,54.578641916514364,-1.689247483246767,0.2896359967790684,54.767968284975275
50.643112,0.031805,52.5438125204572,54.287121181957744,-1.7433086615005422,0.33018646579824995,54.47067251599197
52.835213,0.048617,52.58864336346379,54.17957242773865,-1.5909290642748601,0.441726417875914,54.06852715358083
51.823475,0.029623,52.47092515370013,54.0050466923506,-1.5341215386504672,0.4079599057535291,53.851334369654005
51.992096,0.02711,52.39725913005395,53.855939233657956,-1.458680103604003,0.4159728868986641,53.46115181672342
54.015572,0.057065,52.64623034081488,53.86776388301663,-1.2215335422017475,0.5029174790271638,53.21892068478678
54.071781,0.039083,52.86554582684336,53.882876262052434,-1.0173304352090753,0.5051214237757534,53.07876522400773
52.610382,0.044202,52.82628985348285,53.788617427826324,-0.962327574343476,0.4493393913724032,52.940534211571546
51.93589,0.040541,52.68930526063934,53.65137835909845,-0.9620730984591148,0.4259586301249891,52.728197449989466
52.385551,0.031249,52.642573835925596,53.5576133695356,-0.9150395336100061,0.44663108332814677,52.65131420391507
51.823475,0.033574,52.516558630398585,53.42915867549593,-0.9126000450973422,0.42598046718426236,52.56567262630085
55.701805,0.05373,53.00659653341419,53.59750284768141,-0.5909063142672224,0.572766257685988,52.72986090637133
53.56591,0.04674,53.09264475904278,53.595162636742046,-0.5025178776992689,0.4973387939339824,52.71161130113077
53.34108,0.029484,53.13086556534389,53.576341700687074,-0.44547613534318486,0.4900235622168001,52.76676181576299
52.554173,0.025899,53.042143632214064,53.500625500636176,-0.4584818684221119,0.46428331808577217,52.66926382969142
52.666588,0.034018,52.984365842642674,53.438844945033495,-0.45447910239082034,0.46857789959304813,52.63227959546428
53.734535,0.033139,53.09977648223611,53.46074791206805,-0.36097142983194175,0.5088590567483011,52.66280619488847
53.060043,0.030692,53.09366363881517,53.43106606672968,-0.3374024279145047,0.4839108424613516,52.68209026896198
51.992096,0.032246,52.92419169438207,53.32447569141637,-0.4002839970343004,0.44657753953776197,52.68018151532083
51.317604,0.028516,52.67702435678483,53.175818529089234,-0.49879417230440737,0.424312246564108,52.762539911576916
50.362076,0.034367,52.32087845574101,52.96739315656411,-0.6465147008230971,0.3943185467731959,52.79426986161815
